,Suburb,Rooms,Type,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,Latitude,Longtitude,ParkingArea,Price
2619,Balwyn North,4,h,10/9/2016,9.2,3104,3,2,1,517,-37.783,145.0926,Outdoor Stall,1388800
2621,Bentleigh,4,h,10/9/2016,13.0,3204,3,2,2,610,-37.9291,145.0472,Carport,1328000
2622,Bentleigh,3,h,10/9/2016,13.0,3204,3,2,1,526,-37.9279,145.031,Detached Garage,1340000
2623,Bentleigh,4,t,10/9/2016,13.0,3204,4,3,2,271,-37.9252,145.0494,Attached Garage,1155000
2625,Bentleigh,3,h,10/9/2016,13.0,3204,3,1,4,758,-37.9267,145.043,Parkade,1275000
2627,Bentleigh East,2,h,10/9/2016,13.9,3165,3,1,1,597,-37.9126,145.0776,Carport,1010000
2630,Bentleigh East,3,h,10/9/2016,13.9,3165,3,1,1,583,-37.9312,145.0795,Indoor,899000
2633,Bentleigh East,4,h,10/9/2016,13.9,3165,4,2,2,604,-37.9153,145.0707,Detached Garage,1415000
2634,Box Hill,4,h,10/9/2016,13.1,3128,3,2,3,729,-37.8233,145.1267,Attached Garage,1560000
2641,Brighton,3,h,10/9/2016,11.2,3186,3,2,2,835,-37.9225,144.991,Attached Garage,2400000
2642,Brighton,2,u,10/9/2016,11.2,3186,2,1,1,0,-37.9097,144.9914,Indoor,590000
2644,Brighton,3,h,10/9/2016,11.2,3186,3,2,2,0,-37.9174,144.9895,Carport,1650000
2646,Brighton,5,h,10/9/2016,11.2,3186,5,2,2,655,-37.9264,145.0044,Attached Garage,1562500
2650,Brighton East,4,h,10/9/2016,10.7,3187,5,2,2,999,-37.9135,145.0189,Detached Garage,2840000
2651,Brighton East,3,h,10/9/2016,10.7,3187,4,2,2,597,-37.9085,145.0201,Attached Garage,1580000
2652,Brighton East,4,t,10/9/2016,10.7,3187,4,3,2,302,-37.9317,145.0294,Carport,1100000
2653,Brighton East,2,h,10/9/2016,10.7,3187,2,1,2,564,-37.9143,145.0238,Detached Garage,1000000
2655,Brunswick,2,h,10/9/2016,5.2,3056,2,1,0,153,-37.7705,144.9647,Indoor,1100000
2656,Brunswick,2,t,10/9/2016,5.2,3056,2,2,1,118,-37.7723,144.9643,Parkade,750000
2657,Brunswick,2,h,10/9/2016,5.2,3056,2,1,1,315,-37.757,144.9697,Underground,1056000
2659,Brunswick West,2,u,10/9/2016,5.9,3055,2,1,1,0,-37.7594,144.9427,Carport,380000
2660,Bulleen,4,h,10/9/2016,11.8,3105,4,2,2,730,-37.7606,145.0932,Detached Garage,1260000
2661,Burwood,3,u,10/9/2016,11.7,3125,3,2,1,0,-37.8561,145.0962,Attached Garage,625000
2662,Burwood,3,t,10/9/2016,11.7,3125,3,2,2,160,-37.8525,145.0973,Indoor,780000
2668,Camberwell,2,t,10/9/2016,7.8,3124,2,1,1,93,-37.8314,145.0611,Carport,900400
2669,Canterbury,3,h,10/9/2016,9.0,3126,3,2,1,145,-37.8233,145.0769,Detached Garage,928000
2674,Carnegie,2,u,10/9/2016,11.4,3163,2,1,1,109,-37.8971,145.0597,Attached Garage,545000
2675,Carnegie,3,u,10/9/2016,11.4,3163,3,1,2,0,-37.8977,145.0493,Indoor,1170000
2677,Carnegie,4,h,10/9/2016,11.4,3163,3,2,2,687,-37.8931,145.0479,Underground,1830000
2678,Carnegie,1,u,10/9/2016,11.4,3163,1,1,1,0,-37.8982,145.0625,Outdoor Stall,250000
2679,Caulfield North,2,u,10/9/2016,8.1,3161,2,1,1,0,-37.861,145.0136,Parking Pad,420000
2681,Caulfield South,3,h,10/9/2016,9.3,3162,3,1,2,339,-37.8906,145.0221,Detached Garage,1314000
2684,Clifton Hill,4,h,10/9/2016,3.4,3068,4,3,2,382,-37.7897,144.9992,Parkade,3010000
2685,Clifton Hill,2,h,10/9/2016,3.4,3068,2,1,2,239,-37.7918,144.997,Underground,1435000
2686,Coburg,3,h,10/9/2016,7.8,3058,3,1,1,379,-37.7544,144.9764,Outdoor Stall,1210000
2689,Coburg,2,u,10/9/2016,7.8,3058,2,1,1,0,-37.7405,144.9644,Detached Garage,434000
2691,Coburg,2,u,10/9/2016,7.8,3058,2,1,1,129,-37.7422,144.9606,Indoor,653000
2693,Coburg North,3,h,10/9/2016,9.2,3058,3,1,2,104,-37.7307,144.9826,Underground,625000
2696,Collingwood,3,t,10/9/2016,1.6,3066,3,1,1,171,-37.8006,144.9925,Attached Garage,910000
2697,Doncaster,5,h,10/9/2016,13.9,3108,5,5,2,669,-37.7808,145.1185,Indoor,2168000
2698,Eaglemont,5,h,10/9/2016,10.3,3084,3,2,2,963,-37.7674,145.0518,Parkade,1901000
2700,Eaglemont,4,h,10/9/2016,10.3,3084,4,3,2,724,-37.7594,145.0594,Detached Garage,1650000
2705,Elwood,2,u,10/9/2016,7.7,3184,2,1,1,0,-37.8757,144.9853,Outdoor Stall,590000
2708,Essendon,2,u,10/9/2016,8.0,3040,2,1,1,0,-37.7504,144.9051,Attached Garage,521000
2709,Essendon,2,u,10/9/2016,8.0,3040,2,1,1,228,-37.7531,144.9059,Indoor,645000
2710,Essendon,4,h,10/9/2016,8.0,3040,4,3,2,256,-37.7527,144.8957,Parkade,1160000
2715,Essendon North,1,u,10/9/2016,9.4,3041,1,1,1,0,-37.7428,144.9086,Parkade,260000
2717,Fairfield,2,u,10/9/2016,5.8,3078,2,1,1,0,-37.7719,145.0195,Detached Garage,400000
2719,Fitzroy North,3,h,10/9/2016,3.5,3068,2,1,1,197,-37.7835,144.9816,Carport,1371000
2720,Fitzroy North,2,t,10/9/2016,3.5,3068,2,2,1,0,-37.7903,144.9859,Detached Garage,1054000
2721,Flemington,2,h,10/9/2016,4.4,3031,2,1,1,193,-37.7861,144.9238,Attached Garage,950000
2722,Flemington,2,h,10/9/2016,4.4,3031,2,1,0,136,-37.7839,144.9343,Indoor,918000
2723,Flemington,2,h,10/9/2016,4.4,3031,2,1,1,140,-37.7867,144.9342,Parkade,730000
2726,Glen Iris,3,h,10/9/2016,9.2,3146,3,1,2,297,-37.847,145.0535,Carport,1660000
2727,Glen Iris,6,h,10/9/2016,9.2,3146,5,3,2,650,-37.8534,145.0785,Detached Garage,2250000
2728,Glen Iris,3,u,10/9/2016,9.2,3146,2,2,2,281,-37.8579,145.0736,Attached Garage,1162000
2730,Glen Iris,4,h,10/9/2016,9.2,3146,4,2,2,630,-37.8667,145.0752,Carport,2020000
2732,Glen Iris,2,h,10/9/2016,9.2,3146,2,0,0,207,-37.863,145.0501,Attached Garage,845000
2736,Glen Iris,3,h,10/9/2016,9.2,3146,3,2,2,370,-37.8597,145.0883,Detached Garage,1510000
2738,Glenroy,3,h,10/9/2016,13.0,3046,3,1,2,753,-37.7065,144.9374,Indoor,691000
2739,Glenroy,3,h,10/9/2016,13.0,3046,3,1,1,589,-37.6993,144.9393,Carport,500000
2743,Glenroy,3,t,10/9/2016,13.0,3046,3,2,1,136,-37.7112,144.9142,Parkade,545000
2745,Hadfield,2,u,10/9/2016,12.1,3046,2,1,2,198,-37.7132,144.9488,Outdoor Stall,487000
2746,Hadfield,4,h,10/9/2016,12.1,3046,2,2,2,700,-37.7056,144.9384,Parking Pad,700000
2747,Hadfield,4,h,10/9/2016,12.1,3046,4,2,1,462,-37.7062,144.9387,Carport,600500
2748,Hampton,4,h,10/9/2016,13.7,3188,4,3,3,760,-37.9326,144.9997,Detached Garage,3200000
2749,Hampton,4,h,10/9/2016,13.7,3188,4,3,2,398,-37.9381,145.0161,Attached Garage,1250000
2750,Hampton,4,h,10/9/2016,13.7,3188,3,3,2,560,-37.9333,144.9977,Indoor,2420000
2751,Hampton,4,h,10/9/2016,13.7,3188,4,3,4,615,-37.9429,145.0072,Parkade,2000000
2752,Hampton,4,h,10/9/2016,13.7,3188,4,3,2,687,-37.9312,144.9997,Underground,2880000
2753,Hampton,5,h,10/9/2016,13.7,3188,4,2,2,700,-37.9419,145.0156,Outdoor Stall,1805000
2756,Hawthorn,1,u,10/9/2016,4.6,3122,1,1,1,3132,-37.8276,145.0342,Detached Garage,335000
2758,Hawthorn,2,u,10/9/2016,4.6,3122,2,1,1,0,-37.8192,145.0385,Indoor,440000
2759,Hawthorn,3,u,10/9/2016,4.6,3122,3,3,2,0,-37.8144,145.0153,Parkade,1000000
2760,Hawthorn,4,h,10/9/2016,4.6,3122,4,2,7,0,-37.8187,145.0272,Underground,2610000
2763,Hawthorn,3,h,10/9/2016,4.6,3122,3,1,1,383,-37.8155,145.0385,Attached Garage,1741000
2765,Hawthorn,3,h,10/9/2016,4.6,3122,3,2,1,373,-37.8281,145.0391,Parkade,2325000
2766,Heidelberg Heights,4,h,10/9/2016,10.5,3081,2,2,3,510,-37.7427,145.0547,Carport,758500
2768,Hughesdale,2,u,10/9/2016,13.0,3166,2,1,1,101,-37.8988,145.0781,Attached Garage,623000
2769,Hughesdale,4,h,10/9/2016,13.0,3166,4,2,2,847,-37.8927,145.0781,Indoor,2120000
2770,Ivanhoe,2,h,10/9/2016,7.9,3079,2,1,1,557,-37.7568,145.0355,Parkade,1020000
2771,Ivanhoe,3,h,10/9/2016,7.9,3079,3,1,1,614,-37.7768,145.0409,Underground,1796000
2772,Ivanhoe,2,h,10/9/2016,7.9,3079,2,1,1,221,-37.7654,145.036,Outdoor Stall,790000
2773,Ivanhoe,3,h,10/9/2016,7.9,3079,3,1,2,630,-37.7635,145.039,Carport,1465000
2774,Kealba,4,h,10/9/2016,15.0,3021,4,2,2,558,-37.7369,144.8252,Detached Garage,570000
2776,Keilor East,3,h,10/9/2016,12.8,3033,3,1,1,412,-37.7459,144.8643,Indoor,583000
2777,Keilor East,4,h,10/9/2016,12.8,3033,3,2,2,603,-37.7323,144.8683,Parkade,920000
2778,Kensington,3,h,10/9/2016,4.2,3031,3,1,0,239,-37.7923,144.9324,Carport,1165000
2779,Kensington,5,h,10/9/2016,4.2,3031,5,2,2,566,-37.7893,144.933,Detached Garage,1710000
2781,Kew,3,h,10/9/2016,5.6,3101,3,2,2,426,-37.8012,145.0514,Indoor,1875000
2782,Kew,5,h,10/9/2016,5.6,3101,5,2,2,815,-37.8118,145.035,Parkade,2850000
2784,Kew,4,h,10/9/2016,5.6,3101,4,2,2,603,-37.8095,145.0391,Detached Garage,2550000
2788,Kew,3,h,10/9/2016,5.6,3101,3,2,1,392,-37.8081,145.0263,Attached Garage,1878000
2793,Maidstone,4,h,10/9/2016,9.2,3012,3,2,1,647,-37.79,144.8815,Carport,1048000
2798,Malvern East,5,h,10/9/2016,11.2,3145,5,3,2,751,-37.8775,145.0622,Detached Garage,1810000
2799,Malvern East,3,t,10/9/2016,11.2,3145,3,2,2,0,-37.8782,145.0649,Attached Garage,922000
2801,Maribyrnong,2,t,10/9/2016,8.7,3032,2,1,2,53,-37.7736,144.8798,Parkade,410000
2802,Maribyrnong,5,h,10/9/2016,8.7,3032,5,2,2,330,-37.7859,144.8898,Carport,930000
2803,Maribyrnong,3,h,10/9/2016,8.7,3032,3,1,2,689,-37.7823,144.887,Detached Garage,920000
2804,Maribyrnong,3,h,10/9/2016,8.7,3032,3,2,2,645,-37.7662,144.8971,Attached Garage,1320000
2805,Maribyrnong,5,h,10/9/2016,8.7,3032,5,3,2,446,-37.7712,144.8763,Indoor,1150000
2806,Maribyrnong,3,h,10/9/2016,8.7,3032,3,2,2,225,-37.7699,144.8791,Carport,680000
2807,Melbourne,1,u,10/9/2016,2.8,3000,1,1,0,0,-37.8127,144.9627,Detached Garage,386000
2808,Melbourne,1,u,10/9/2016,2.8,3000,1,1,1,0,-37.8157,144.9727,Attached Garage,659000
2812,Moonee Ponds,4,h,10/9/2016,6.9,3039,3,2,1,431,-37.7702,144.9268,Outdoor Stall,1530000
2813,Moonee Ponds,4,h,10/9/2016,6.9,3039,4,2,2,447,-37.7704,144.9199,Parking Pad,1350000
2814,Moonee Ponds,3,h,10/9/2016,6.9,3039,3,2,2,214,-37.7709,144.9334,Carport,832000
2815,Moonee Ponds,2,u,10/9/2016,6.9,3039,2,1,1,0,-37.7701,144.9079,Detached Garage,420000
2816,Moonee Ponds,4,h,10/9/2016,6.9,3039,4,4,2,636,-37.7629,144.9157,Attached Garage,2400000
2817,Moonee Ponds,3,u,10/9/2016,6.9,3039,2,2,1,0,-37.7672,144.9209,Indoor,565000
2818,Moonee Ponds,2,u,10/9/2016,6.9,3039,2,1,1,0,-37.7617,144.9367,Parkade,550000
2819,Moonee Ponds,4,h,10/9/2016,6.9,3039,3,1,3,477,-37.7632,144.9292,Underground,1211000
2820,Moorabbin,3,h,10/9/2016,14.6,3189,3,1,1,603,-37.9404,145.0464,Outdoor Stall,987000
2821,Moorabbin,3,h,10/9/2016,14.6,3189,3,2,1,534,-37.9426,145.0568,Parking Pad,937000
2822,Moorabbin,4,h,10/9/2016,14.6,3189,4,2,1,720,-37.9394,145.0408,Carport,1426000
2823,Newport,4,h,10/9/2016,8.4,3015,3,3,2,217,-37.8344,144.8764,Detached Garage,860000
2824,Newport,5,h,10/9/2016,8.4,3015,5,3,2,681,-37.8426,144.8731,Attached Garage,1220000
2825,Newport,3,h,10/9/2016,8.4,3015,3,1,1,307,-37.8389,144.8779,Indoor,930000
2826,Niddrie,2,t,10/9/2016,11.2,3042,2,1,1,237,-37.74,144.8851,Parkade,617500
2827,North Melbourne,4,h,10/9/2016,2.3,3051,3,2,1,246,-37.7914,144.9439,Underground,1330000
2829,Northcote,3,h,10/9/2016,5.5,3070,3,2,1,259,-37.7687,144.9922,Detached Garage,1255000
2830,Northcote,2,u,10/9/2016,5.5,3070,2,1,1,0,-37.7765,144.996,Attached Garage,601000
2831,Northcote,2,h,10/9/2016,5.5,3070,2,1,2,347,-37.763,144.9886,Indoor,1020000
2833,Northcote,1,u,10/9/2016,5.5,3070,1,1,2,0,-37.7842,144.9991,Carport,435000
2834,Northcote,2,h,10/9/2016,5.5,3070,2,1,1,136,-37.7651,145.0027,Detached Garage,790000
2835,Northcote,3,h,10/9/2016,5.5,3070,2,1,2,497,-37.7739,145.0114,Attached Garage,990000
2836,Northcote,2,u,10/9/2016,5.5,3070,2,1,2,0,-37.7828,145.0096,Indoor,605000
2838,Oak Park,3,u,10/9/2016,11.5,3046,3,1,1,0,-37.7233,144.9168,Underground,358500
2839,Oak Park,4,h,10/9/2016,11.5,3046,3,1,1,553,-37.7161,144.9165,Outdoor Stall,690000
2841,Oakleigh South,4,h,10/9/2016,14.7,3167,4,2,2,581,-37.9355,145.0979,Detached Garage,881500
2843,Pascoe Vale,4,h,10/9/2016,9.9,3044,4,1,3,683,-37.7251,144.9394,Indoor,730000
2844,Pascoe Vale,3,h,10/9/2016,9.9,3044,3,1,1,406,-37.7269,144.9447,Parkade,775000
2845,Port Melbourne,2,u,10/9/2016,3.8,3207,2,2,1,0,-37.8392,144.9421,Carport,655000
2846,Port Melbourne,2,h,10/9/2016,3.8,3207,2,1,1,131,-37.8352,144.9458,Detached Garage,1016500
2848,Port Melbourne,2,h,10/9/2016,3.8,3207,2,1,1,195,-37.8395,144.9462,Indoor,1350000
2850,Port Melbourne,3,h,10/9/2016,3.8,3207,3,2,2,241,-37.8346,144.9448,Carport,1560000
2852,Port Melbourne,2,u,10/9/2016,3.8,3207,2,2,1,0,-37.8435,144.9415,Attached Garage,1035000
2853,Port Melbourne,2,u,10/9/2016,3.8,3207,2,2,1,0,-37.8435,144.9415,Carport,1070000
2855,Prahran,2,h,10/9/2016,4.5,3181,2,1,1,158,-37.8531,145.0063,Attached Garage,1090000
2856,Prahran,3,h,10/9/2016,4.5,3181,2,1,1,189,-37.8561,145.0056,Indoor,1358000
2857,Prahran,2,u,10/9/2016,4.5,3181,2,1,1,0,-37.8581,145.0017,Parkade,585000
2860,Preston,4,h,10/9/2016,8.8,3072,4,2,2,1034,-37.7379,144.9851,Carport,810000
2861,Preston,3,h,10/9/2016,8.8,3072,3,1,1,537,-37.737,145.0227,Detached Garage,843000
2862,Preston,2,h,10/9/2016,8.8,3072,2,1,2,220,-37.7442,145.0168,Attached Garage,600000
2863,Reservoir,3,h,10/9/2016,11.2,3073,3,1,3,620,-37.7099,144.9938,Indoor,650000
2864,Reservoir,2,t,10/9/2016,11.2,3073,2,1,1,159,-37.7059,145.0115,Carport,416000
2865,Reservoir,3,h,10/9/2016,11.2,3073,3,1,2,492,-37.7205,144.9872,Detached Garage,610000
2866,Reservoir,3,h,10/9/2016,11.2,3073,3,2,2,634,-37.7199,144.9965,Attached Garage,890000
2867,Reservoir,3,u,10/9/2016,11.2,3073,3,1,1,0,-37.7272,145.0057,Indoor,301000
2868,Reservoir,3,h,10/9/2016,11.2,3073,2,1,3,560,-37.721,144.9885,Parkade,865000
2870,Reservoir,2,u,10/9/2016,11.2,3073,2,1,1,140,-37.7285,145.0242,Detached Garage,436000
2872,Reservoir,4,h,10/9/2016,11.2,3073,4,1,2,650,-37.7126,145.015,Indoor,650000
2873,Reservoir,2,u,10/9/2016,11.2,3073,2,1,1,137,-37.7241,145.0114,Carport,432000
2874,Reservoir,3,h,10/9/2016,11.2,3073,3,1,1,700,-37.7125,145.022,Detached Garage,650000
2876,Richmond,1,u,10/9/2016,2.6,3121,1,1,1,3516,-37.8183,144.9979,Indoor,439000
2877,Richmond,2,u,10/9/2016,2.6,3121,2,1,2,0,-37.8333,144.998,Parkade,695000
2879,Richmond,2,u,10/9/2016,2.6,3121,2,1,1,0,-37.8198,144.996,Outdoor Stall,512000
2880,Richmond,2,t,10/9/2016,2.6,3121,2,1,1,92,-37.815,145.008,Parking Pad,855000
2881,Richmond,2,u,10/9/2016,2.6,3121,3,2,2,0,-37.8198,145.005,Carport,1040000
2882,Richmond,1,u,10/9/2016,2.6,3121,1,1,1,0,-37.8214,144.9896,Detached Garage,342000
2883,Richmond,1,u,10/9/2016,2.6,3121,1,1,1,0,-37.8231,144.9906,Attached Garage,681000
2884,Rosanna,3,h,10/9/2016,11.4,3084,3,2,1,608,-37.7439,145.0688,Indoor,1155000
2886,Rosanna,2,t,10/9/2016,11.4,3084,2,1,1,83,-37.747,145.07,Underground,531000
2888,South Melbourne,3,u,10/9/2016,2.1,3205,3,2,2,0,-37.8311,144.9679,Parking Pad,862000
2889,South Yarra,3,u,10/9/2016,3.3,3141,3,1,1,0,-37.8359,144.9839,Carport,1630000
2891,Southbank,2,u,10/9/2016,1.2,3006,2,1,1,2121,-37.8295,144.9692,Attached Garage,485000
2892,Spotswood,3,h,10/9/2016,7.7,3015,3,1,2,472,-37.8302,144.8885,Indoor,1080000
2893,St Kilda,1,u,10/9/2016,6.1,3182,1,1,1,1286,-37.8621,144.9823,Parkade,395000
2894,St Kilda,2,u,10/9/2016,6.1,3182,2,1,2,1676,-37.8585,144.9852,Underground,560000
2896,St Kilda,2,u,10/9/2016,6.1,3182,2,1,1,1034,-37.8717,144.9829,Detached Garage,520000
2897,St Kilda,3,h,10/9/2016,6.1,3182,3,2,0,367,-37.8658,144.9766,Attached Garage,2720000
2899,St Kilda,2,u,10/9/2016,6.1,3182,2,1,1,0,-37.8568,144.9873,Parkade,542500
2900,Strathmore,3,h,10/9/2016,9.7,3041,3,2,1,606,-37.7378,144.9168,Carport,1330000
2902,Strathmore,3,h,10/9/2016,9.7,3041,3,2,2,1781,-37.7439,144.9331,Attached Garage,1200000
2903,Sunshine,3,h,10/9/2016,12.6,3020,3,1,1,542,-37.7949,144.8303,Indoor,702000
2904,Sunshine,3,h,10/9/2016,12.6,3020,3,1,1,469,-37.7923,144.8289,Parkade,580000
2907,Surrey Hills,4,h,10/9/2016,11.2,3127,4,2,2,809,-37.8337,145.1118,Carport,1300000
2908,Surrey Hills,3,h,10/9/2016,11.2,3127,2,2,1,405,-37.8203,145.0881,Detached Garage,1864000
2910,Surrey Hills,3,h,10/9/2016,11.2,3127,3,2,4,816,-37.8304,145.0934,Indoor,2200000
2911,Templestowe Lower,5,h,10/9/2016,13.8,3107,5,3,2,700,-37.7658,145.124,Parkade,950000
2912,Templestowe Lower,4,h,10/9/2016,13.8,3107,4,2,2,650,-37.7694,145.1222,Carport,1421000
2914,Thornbury,1,u,10/9/2016,6.5,3071,1,1,1,0,-37.7574,144.9907,Attached Garage,260000
2915,Thornbury,2,u,10/9/2016,6.5,3071,2,1,1,0,-37.7608,145.0059,Indoor,505000
2919,Toorak,4,h,10/9/2016,4.6,3142,3,2,2,632,-37.8338,145.0086,Attached Garage,4000000
2920,Toorak,3,u,10/9/2016,4.6,3142,3,1,0,1099,-37.8438,145.0303,Carport,1635000
2922,Toorak,3,t,10/9/2016,4.6,3142,3,3,2,425,-37.8492,145.0163,Attached Garage,2400000
2923,Toorak,1,u,10/9/2016,4.6,3142,1,1,1,0,-37.8501,145.0199,Indoor,345000
2925,Toorak,3,t,10/9/2016,4.6,3142,3,3,2,0,-37.8428,145.0171,Underground,2650000
2926,Watsonia,3,h,10/9/2016,14.9,3087,3,1,1,591,-37.7135,145.0783,Outdoor Stall,740000
2927,Williamstown,4,h,10/9/2016,8.0,3016,3,2,2,782,-37.8647,144.8867,Carport,2230000
2928,Williamstown North,1,u,10/9/2016,8.9,3016,1,1,1,0,-37.8571,144.8841,Detached Garage,285000
2929,Windsor,3,h,10/9/2016,5.1,3181,3,1,2,317,-37.856,144.9891,Attached Garage,1370000
2931,Yarraville,4,h,10/9/2016,7.0,3013,4,2,2,640,-37.8104,144.8867,Carport,1785000
2932,Yarraville,2,u,10/9/2016,7.0,3013,2,1,1,0,-37.8133,144.8865,Detached Garage,330000
2933,Aberfeldie,3,t,10/9/2016,9.1,3040,3,2,2,217,-37.7591,144.8923,Attached Garage,935000
2935,Brunswick East,4,h,10/9/2016,4.5,3057,4,2,1,227,-37.7776,144.9726,Parkade,1900000
2936,Brunswick East,2,h,10/9/2016,4.5,3057,2,1,0,193,-37.7765,144.9751,Carport,1080000
2939,Hawthorn East,4,h,10/9/2016,7.5,3123,3,2,2,640,-37.826,145.0498,Indoor,3100000
2941,Hawthorn East,2,u,10/9/2016,7.5,3123,2,1,1,0,-37.8318,145.0448,Detached Garage,555000
2942,Hawthorn East,2,u,10/9/2016,7.5,3123,2,2,2,0,-37.8267,145.0538,Attached Garage,887000
2944,Hawthorn East,3,h,10/9/2016,7.5,3123,3,2,1,646,-37.8337,145.0469,Parkade,1700000
2946,Heidelberg,3,h,10/9/2016,10.6,3084,3,1,2,1547,-37.7502,145.0706,Outdoor Stall,1705000
2948,Ormond,3,h,10/9/2016,11.8,3204,3,2,2,667,-37.9088,145.0471,Carport,1770000
2949,Ormond,2,u,10/9/2016,11.8,3204,1,1,1,0,-37.9016,145.0414,Detached Garage,435000
2950,Ormond,5,h,10/9/2016,11.8,3204,3,3,4,464,-37.9061,145.0329,Attached Garage,1836000
2951,Ormond,3,t,10/9/2016,11.8,3204,3,2,2,326,-37.903,145.0285,Indoor,1250000
2952,West Footscray,2,t,10/9/2016,8.2,3012,3,1,1,144,-37.7926,144.8809,Parkade,620000
2953,West Footscray,2,h,10/9/2016,8.2,3012,2,1,1,80,-37.806,144.8674,Underground,415000
2954,West Footscray,3,h,10/9/2016,8.2,3012,3,1,2,302,-37.8066,144.8666,Outdoor Stall,723000
2955,West Footscray,4,u,10/9/2016,8.2,3012,4,2,1,0,-37.809,144.8686,Parking Pad,530000
2956,Albion,4,h,10/9/2016,13.9,3020,4,1,2,837,-37.7825,144.8221,Carport,816000
2957,Brooklyn,3,t,10/9/2016,10.9,3012,3,1,1,131,-37.8203,144.8386,Detached Garage,430000
2959,Glen Huntly,3,h,10/9/2016,10.4,3163,3,2,1,295,-37.8904,145.0387,Indoor,1330000
2961,Glen Huntly,2,u,10/9/2016,10.4,3163,2,1,1,1035,-37.8925,145.0456,Underground,695000
2964,Cremorne,3,h,10/9/2016,2.5,3121,3,2,2,324,-37.8278,144.9885,Attached Garage,1475000
2966,Strathmore Heights,4,h,10/9/2016,12.5,3041,4,2,2,697,-37.7141,144.8995,Parkade,1260000
2967,Keilor Park,2,t,10/9/2016,14.5,3042,2,1,1,161,-37.7251,144.8621,Carport,380000
2971,Airport West,3,h,10/12/2016,13.5,3042,3,1,1,0,-37.7217,144.8783,Parkade,805000
2973,Albert Park,2,h,10/12/2016,3.3,3206,2,1,0,240,-37.8379,144.9539,Outdoor Stall,1810000
2974,Albert Park,3,h,10/12/2016,3.3,3206,3,2,1,177,-37.8415,144.9585,Carport,2615000
2975,Albert Park,5,h,10/12/2016,3.3,3206,5,2,1,237,-37.8436,144.9557,Detached Garage,2100000
2976,Albert Park,3,h,10/12/2016,3.3,3206,3,1,0,129,-37.8422,144.949,Attached Garage,1300000
2977,Altona,3,u,10/12/2016,13.8,3018,3,2,2,230,-37.8646,144.827,Indoor,605000
2979,Altona North,3,h,10/12/2016,11.1,3025,3,1,3,554,-37.8449,144.85,Carport,700000
2982,Armadale,1,u,10/12/2016,6.3,3143,1,1,1,0,-37.8605,145.0185,Indoor,400000
2984,Armadale,2,h,10/12/2016,6.3,3143,2,2,2,0,-37.8537,145.0267,Carport,1780000
2986,Armadale,2,u,10/12/2016,6.3,3143,2,1,1,0,-37.8574,145.0174,Attached Garage,592500
2987,Ascot Vale,3,h,10/12/2016,5.9,3032,3,2,2,229,-37.7778,144.9065,Carport,960000
2988,Ascot Vale,4,h,10/12/2016,5.9,3032,4,1,1,300,-37.7766,144.9143,Detached Garage,890000
2989,Ascot Vale,2,h,10/12/2016,5.9,3032,2,1,1,170,-37.7732,144.9206,Attached Garage,965000
2991,Ashburton,3,h,10/12/2016,11.0,3147,3,1,2,806,-37.8695,145.084,Parkade,1710000
2994,Ashburton,3,h,10/12/2016,11.0,3147,3,1,3,780,-37.8599,145.0815,Carport,1655000
2995,Ashwood,4,h,10/12/2016,12.2,3147,3,2,2,803,-37.8621,145.1126,Detached Garage,1100000
2998,Avondale Heights,4,h,10/12/2016,10.5,3034,4,3,3,761,-37.7524,144.8714,Carport,950000
3001,Avondale Heights,4,h,10/12/2016,10.5,3034,4,3,3,1801,-37.7532,144.8766,Indoor,1600000
3003,Balwyn,3,h,10/12/2016,9.7,3103,3,1,2,281,-37.8013,145.0652,Carport,905000
3004,Balwyn,4,h,10/12/2016,9.7,3103,4,3,2,453,-37.8044,145.1006,Detached Garage,1750000
3005,Balwyn,2,t,10/12/2016,9.7,3103,2,1,1,121,-37.8112,145.0881,Attached Garage,760000
3007,Balwyn,4,h,10/12/2016,9.7,3103,4,3,4,1148,-37.8088,145.0991,Carport,3180000
3008,Balwyn,3,t,10/12/2016,9.7,3103,3,2,2,219,-37.8125,145.0849,Detached Garage,1367000
3010,Balwyn,5,h,10/12/2016,9.7,3103,5,3,2,678,-37.8063,145.0705,Indoor,3600000
3011,Balwyn,5,h,10/12/2016,9.7,3103,5,3,2,642,-37.8096,145.0735,Parkade,2550000
3013,Balwyn North,4,h,10/12/2016,9.2,3104,4,2,2,715,-37.7943,145.083,Outdoor Stall,1702000
3014,Balwyn North,4,h,10/12/2016,9.2,3104,4,2,4,587,-37.7841,145.0953,Parking Pad,1800000
3016,Balwyn North,4,h,10/12/2016,9.2,3104,4,3,2,1070,-37.7975,145.0716,Detached Garage,2910000
3017,Balwyn North,2,h,10/12/2016,9.2,3104,2,1,1,694,-37.7941,145.1042,Attached Garage,1400000
3018,Balwyn North,2,t,10/12/2016,9.2,3104,2,2,2,204,-37.8008,145.104,Indoor,860000
3020,Bentleigh,3,h,10/12/2016,13.0,3204,3,2,2,0,-37.9193,145.0438,Underground,770000
3021,Bentleigh,2,h,10/12/2016,13.0,3204,2,1,1,296,-37.9243,145.0376,Outdoor Stall,855000
3022,Bentleigh,3,t,10/12/2016,13.0,3204,3,2,2,333,-37.9292,145.0341,Parking Pad,1100000
