,Suburb,Rooms,Type,Price,Date,Postcode,Regionname,Propertycount,Distance
1309,Fairfield,4,h,1510000,1/09/2018,3078,Northern Metropolitan,2970,5.7
1310,Fawkner,3,u,630000,1/09/2018,3060,Northern Metropolitan,5070,13.1
1311,Fawkner,2,h,950000,1/09/2018,3060,Northern Metropolitan,5070,13.1
1312,Ferntree Gully,4,h,721000,1/09/2018,3156,Eastern Metropolitan,10788,24.8
1315,Fitzroy,3,h,1252500,1/09/2018,3065,Northern Metropolitan,5825,2.1
1317,Fitzroy North,2,h,1540000,1/09/2018,3068,Northern Metropolitan,6244,3.6
1318,Fitzroy North,3,h,1757000,1/09/2018,3068,Northern Metropolitan,6244,3.6
1319,Flemington,1,u,347000,1/09/2018,3031,Northern Metropolitan,3593,3.4
1320,Forest Hill,3,t,755000,1/09/2018,3131,Eastern Metropolitan,4385,15.4
1325,Gladstone Park,3,h,598000,1/09/2018,3043,Western Metropolitan,3285,12.9
1326,Glen Iris,1,u,377000,1/09/2018,3146,Southern Metropolitan,10412,7.3
1327,Glen Iris,3,h,2301000,1/09/2018,3146,Southern Metropolitan,10412,7.3
1328,Glen Iris,2,u,640000,1/09/2018,3146,Southern Metropolitan,10412,7.3
1329,Glen Iris,3,h,1200000,1/09/2018,3146,Southern Metropolitan,10412,7.3
1330,Glen Iris,3,h,2255000,1/09/2018,3146,Southern Metropolitan,10412,7.3
1332,Glen Waverley,4,h,1660000,1/09/2018,3150,Eastern Metropolitan,15321,16.7
1333,Glen Waverley,3,h,2080000,1/09/2018,3150,Eastern Metropolitan,15321,16.7
1334,Glen Waverley,4,h,1327000,1/09/2018,3150,Eastern Metropolitan,15321,16.7
1335,Glen Waverley,5,h,2121800,1/09/2018,3150,Eastern Metropolitan,15321,16.7
1337,Glen Waverley,5,h,1450000,1/09/2018,3150,Eastern Metropolitan,15321,16.7
1339,Glen Waverley,4,h,1185000,1/09/2018,3150,Eastern Metropolitan,15321,16.7
1340,Glenroy,3,h,750000,1/09/2018,3046,Northern Metropolitan,8870,11.2
1341,Glenroy,3,h,702500,1/09/2018,3046,Northern Metropolitan,8870,11.2
1342,Glenroy,3,t,580000,1/09/2018,3046,Northern Metropolitan,8870,11.2
1343,Glenroy,2,t,500000,1/09/2018,3046,Northern Metropolitan,8870,11.2
1346,Greenvale,4,h,670000,1/09/2018,3059,Northern Metropolitan,4864,20.4
1347,Greenvale,5,h,1730000,1/09/2018,3059,Northern Metropolitan,4864,20.4
1349,Hadfield,3,h,795000,1/09/2018,3046,Northern Metropolitan,2606,11.2
1350,Hadfield,3,h,757000,1/09/2018,3046,Northern Metropolitan,2606,11.2
1351,Hampton,3,u,1230000,1/09/2018,3188,Southern Metropolitan,5454,13.8
1352,Hampton,3,u,880000,1/09/2018,3188,Southern Metropolitan,5454,13.8
1353,Hampton,3,h,1550000,1/09/2018,3188,Southern Metropolitan,5454,13.8
1354,Hampton,3,h,1900000,1/09/2018,3188,Southern Metropolitan,5454,13.8
1355,Hampton,4,h,1855000,1/09/2018,3188,Southern Metropolitan,5454,13.8
1359,Hawthorn,2,u,650000,1/09/2018,3122,Southern Metropolitan,11308,5.3
1361,Hawthorn,6,h,5000000,1/09/2018,3122,Southern Metropolitan,11308,5.3
1362,Hawthorn,2,u,935000,1/09/2018,3122,Southern Metropolitan,11308,5.3
1364,Hawthorn East,3,h,2850000,1/09/2018,3123,Southern Metropolitan,6482,6.2
1366,Heathmont,4,h,918000,1/09/2018,3135,Eastern Metropolitan,3794,21.3
1367,Heidelberg Heights,3,h,810000,1/09/2018,3081,Eastern Metropolitan,2947,8.8
1368,Heidelberg West,2,h,650000,1/09/2018,3081,Eastern Metropolitan,2674,8.8
1369,Heidelberg West,2,h,675000,1/09/2018,3081,Eastern Metropolitan,2674,8.8
1370,Heidelberg West,3,h,690000,1/09/2018,3081,Eastern Metropolitan,2674,8.8
1371,Highett,3,t,1320000,1/09/2018,3190,Southern Metropolitan,4794,16.0
1372,Highett,2,t,820000,1/09/2018,3190,Southern Metropolitan,4794,16.0
1375,Hillside,4,h,1350000,1/09/2018,3037,Western Metropolitan,5556,18.0
1376,Hoppers Crossing,4,h,590000,1/09/2018,3029,Western Metropolitan,13830,18.4
1377,Ivanhoe,3,h,1280000,1/09/2018,3079,Eastern Metropolitan,5549,7.8
1378,Ivanhoe,2,h,1060000,1/09/2018,3079,Eastern Metropolitan,5549,7.8
1379,Ivanhoe,3,t,835000,1/09/2018,3079,Eastern Metropolitan,5549,7.8
1382,Ivanhoe East,5,h,1950000,1/09/2018,3079,Eastern Metropolitan,1554,7.8
1383,Ivanhoe East,4,h,1800000,1/09/2018,3079,Eastern Metropolitan,1554,7.8
1384,Jacana,3,h,479000,1/09/2018,3047,Northern Metropolitan,851,14.0
1385,Kealba,4,h,640000,1/09/2018,3021,Western Metropolitan,1202,14.0
1386,Keilor,5,h,1360000,1/09/2018,3036,Western Metropolitan,2339,14.5
1387,Keilor Downs,3,h,720000,1/09/2018,3038,Western Metropolitan,3656,15.5
1390,Keilor East,2,h,750500,1/09/2018,3033,Western Metropolitan,5629,11.7
1391,Keilor Park,5,h,770000,1/09/2018,3042,Western Metropolitan,1119,10.4
1393,Kew,4,h,1900000,1/09/2018,3101,Southern Metropolitan,10331,5.4
1395,Kew,4,h,1482000,1/09/2018,3101,Southern Metropolitan,10331,5.4
1397,Kew East,4,h,2130000,1/09/2018,3102,Southern Metropolitan,2671,7.3
1398,Kew East,4,h,1850000,1/09/2018,3102,Southern Metropolitan,2671,7.3
1399,Keysborough,4,h,880000,1/09/2018,3173,South-Eastern Metropolitan,8459,25.2
1400,Kings Park,6,h,620500,1/09/2018,3021,Western Metropolitan,2878,14.0
1401,Kingsville,3,h,900000,1/09/2018,3012,Western Metropolitan,1808,6.4
1402,Kingsville,3,h,1370000,1/09/2018,3012,Western Metropolitan,1808,6.4
1403,Kingsville,3,h,890000,1/09/2018,3012,Western Metropolitan,1808,6.4
1404,Knoxfield,3,h,870500,1/09/2018,3180,Eastern Metropolitan,2949,23.3
1405,Lalor,3,h,640000,1/09/2018,3075,Northern Metropolitan,8279,16.3
1406,Lalor,3,h,650000,1/09/2018,3075,Northern Metropolitan,8279,16.3
1407,Lalor,3,h,661100,1/09/2018,3075,Northern Metropolitan,8279,16.3
1408,Lower Plenty,3,u,658500,1/09/2018,3093,Eastern Metropolitan,1624,14.6
1409,Maidstone,2,u,468000,1/09/2018,3012,Western Metropolitan,3873,6.4
1410,Maidstone,3,t,785000,1/09/2018,3012,Western Metropolitan,3873,6.4
1411,Malvern,4,h,2700000,1/09/2018,3144,Southern Metropolitan,4675,5.9
1413,Malvern,2,u,781000,1/09/2018,3144,Southern Metropolitan,4675,5.9
1414,Malvern East,4,h,1700000,1/09/2018,3145,Southern Metropolitan,8801,8.4
1415,Malvern East,4,h,1750000,1/09/2018,3145,Southern Metropolitan,8801,8.4
1416,Malvern East,4,h,1160000,1/09/2018,3145,Southern Metropolitan,8801,8.4
1417,Maribyrnong,4,h,1320000,1/09/2018,3032,Western Metropolitan,4918,4.3
1418,Melbourne,2,u,1320000,1/09/2018,3000,Northern Metropolitan,17496,0.0
1420,Melbourne,3,u,753000,1/09/2018,3000,Northern Metropolitan,17496,0.0
1422,Melbourne,2,u,452000,1/09/2018,3000,Northern Metropolitan,17496,0.0
1423,Mentone,4,h,1020000,1/09/2018,3194,South-Eastern Metropolitan,6162,20.0
1424,Mentone,1,u,370000,1/09/2018,3194,South-Eastern Metropolitan,6162,20.0
1426,Mentone,3,t,800000,1/09/2018,3194,South-Eastern Metropolitan,6162,20.0
1427,Mentone,3,t,1160000,1/09/2018,3194,South-Eastern Metropolitan,6162,20.0
1428,Mentone,3,h,890000,1/09/2018,3194,South-Eastern Metropolitan,6162,20.0
1429,Mernda,3,h,507500,1/09/2018,3754,Northern Metropolitan,5812,25.9
1430,Mernda,4,h,853000,1/09/2018,3754,Northern Metropolitan,5812,25.9
1431,Mernda,3,h,533000,1/09/2018,3754,Northern Metropolitan,5812,25.9
1432,Mernda,4,h,520000,1/09/2018,3754,Northern Metropolitan,5812,25.9
1433,Mernda,3,h,546000,1/09/2018,3754,Northern Metropolitan,5812,25.9
1434,Mernda,4,h,535000,1/09/2018,3754,Northern Metropolitan,5812,25.9
1435,Mernda,3,h,522000,1/09/2018,3754,Northern Metropolitan,5812,25.9
1437,Mill Park,3,h,670500,1/09/2018,3082,Northern Metropolitan,10529,17.9
1438,Mill Park,4,h,710000,1/09/2018,3082,Northern Metropolitan,10529,17.9
1439,Mill Park,3,h,707000,1/09/2018,3082,Northern Metropolitan,10529,17.9
1440,Mill Park,2,t,450000,1/09/2018,3082,Northern Metropolitan,10529,17.9
1441,Mill Park,3,h,632000,1/09/2018,3082,Northern Metropolitan,10529,17.9
1442,Mill Park,3,h,690000,1/09/2018,3082,Northern Metropolitan,10529,17.9
1443,Mitcham,4,h,932000,1/09/2018,3132,Eastern Metropolitan,6871,17.2
1445,Montmorency,3,u,900000,1/09/2018,3094,Eastern Metropolitan,3891,16.2
1448,Moonee Ponds,2,h,830000,1/09/2018,3039,Western Metropolitan,6232,6.2
1449,Moonee Ponds,3,h,1475000,1/09/2018,3039,Western Metropolitan,6232,6.2
1450,Moonee Ponds,4,h,2000000,1/09/2018,3039,Western Metropolitan,6232,6.2
1451,Moonee Ponds,4,h,1300000,1/09/2018,3039,Western Metropolitan,6232,6.2
1452,Moorabbin,3,t,1200000,1/09/2018,3189,Southern Metropolitan,2555,14.3
1453,Moorabbin,3,h,1100000,1/09/2018,3189,Southern Metropolitan,2555,14.3
1456,Mount Waverley,5,h,1270000,1/09/2018,3149,Eastern Metropolitan,13366,14.2
1457,Mount Waverley,3,h,1210500,1/09/2018,3149,Eastern Metropolitan,13366,14.2
1458,Mount Waverley,4,t,1200000,1/09/2018,3149,Eastern Metropolitan,13366,14.2
1459,Mount Waverley,5,h,1420000,1/09/2018,3149,Eastern Metropolitan,13366,14.2
1460,Mount Waverley,4,h,1235000,1/09/2018,3149,Eastern Metropolitan,13366,14.2
1461,Mulgrave,4,h,898000,1/09/2018,3170,South-Eastern Metropolitan,7113,18.8
1462,Mulgrave,3,h,857000,1/09/2018,3170,South-Eastern Metropolitan,7113,18.8
1463,Murrumbeena,3,u,570000,1/09/2018,3163,Southern Metropolitan,4442,10.1
1464,Murrumbeena,2,u,620000,1/09/2018,3163,Southern Metropolitan,4442,10.1
1465,Newport,3,h,915000,1/09/2018,3015,Western Metropolitan,5498,6.2
1466,Niddrie,3,h,1185000,1/09/2018,3042,Western Metropolitan,2291,10.4
1470,North Melbourne,3,h,1050000,1/09/2018,3051,Northern Metropolitan,6821,1.8
1472,Northcote,2,u,540000,1/09/2018,3070,Northern Metropolitan,11364,5.3
1473,Northcote,3,h,1500000,1/09/2018,3070,Northern Metropolitan,11364,5.3
1474,Northcote,4,h,2405500,1/09/2018,3070,Northern Metropolitan,11364,5.3
1476,Nunawading,3,h,750000,1/09/2018,3131,Eastern Metropolitan,4973,15.4
1478,Oakleigh East,3,h,950000,1/09/2018,3166,Southern Metropolitan,2547,12.3
1479,Oakleigh East,4,t,990000,1/09/2018,3166,Southern Metropolitan,2547,12.3
1480,Oakleigh East,4,h,1180000,1/09/2018,3166,Southern Metropolitan,2547,12.3
1481,Oakleigh South,2,u,670000,1/09/2018,3167,South-Eastern Metropolitan,3692,15.5
1482,Ormond,4,h,2475000,1/09/2018,3204,Southern Metropolitan,3578,11.4
1483,Ormond,4,t,1366000,1/09/2018,3204,Southern Metropolitan,3578,11.4
1484,Ormond,2,t,790000,1/09/2018,3204,Southern Metropolitan,3578,11.4
1486,Parkdale,4,h,1170000,1/09/2018,3195,South-Eastern Metropolitan,5087,21.5
1487,Parkdale,2,u,487000,1/09/2018,3195,South-Eastern Metropolitan,5087,21.5
1488,Pascoe Vale,3,t,860000,1/09/2018,3044,Northern Metropolitan,7485,8.5
1489,Pascoe Vale,2,u,558000,1/09/2018,3044,Northern Metropolitan,7485,8.5
1490,Pascoe Vale,3,h,770000,1/09/2018,3044,Northern Metropolitan,7485,8.5
1492,Point Cook,3,h,640000,1/09/2018,3030,Western Metropolitan,15542,14.7
1493,Point Cook,3,h,715000,1/09/2018,3030,Western Metropolitan,15542,14.7
1497,Port Melbourne,3,h,1660000,1/09/2018,3207,Southern Metropolitan,8648,3.5
1498,Prahran,2,u,512500,1/09/2018,3181,Southern Metropolitan,7717,4.6
1499,Prahran,2,h,1560000,1/09/2018,3181,Southern Metropolitan,7717,4.6
1501,Prahran,4,h,1935000,1/09/2018,3181,Southern Metropolitan,7717,4.6
1502,Prahran,2,h,1592500,1/09/2018,3181,Southern Metropolitan,7717,4.6
1504,Prahran,3,h,1700000,1/09/2018,3181,Southern Metropolitan,7717,4.6
1505,Preston,2,h,975000,1/09/2018,3072,Northern Metropolitan,14577,8.4
1506,Preston,3,h,695000,1/09/2018,3072,Northern Metropolitan,14577,8.4
1508,Preston,4,h,1262500,1/09/2018,3072,Northern Metropolitan,14577,8.4
1509,Reservoir,3,h,895000,1/09/2018,3073,Northern Metropolitan,21650,12.0
1510,Reservoir,3,h,710000,1/09/2018,3073,Northern Metropolitan,21650,12.0
1511,Reservoir,3,u,675000,1/09/2018,3073,Northern Metropolitan,21650,12.0
1512,Reservoir,2,u,522000,1/09/2018,3073,Northern Metropolitan,21650,12.0
1514,Reservoir,3,h,681000,1/09/2018,3073,Northern Metropolitan,21650,12.0
1515,Reservoir,3,h,970000,1/09/2018,3073,Northern Metropolitan,21650,12.0
1516,Richmond,3,h,1760000,1/09/2018,3121,Northern Metropolitan,14949,2.4
1518,Richmond,2,h,917500,1/09/2018,3121,Northern Metropolitan,14949,2.4
1521,Richmond,3,h,1500000,1/09/2018,3121,Northern Metropolitan,14949,2.4
1523,Richmond,1,u,455000,1/09/2018,3121,Northern Metropolitan,14949,2.4
1527,Rosanna,5,h,1380000,1/09/2018,3084,Eastern Metropolitan,3540,8.9
1528,Roxburgh Park,5,h,640000,1/09/2018,3064,Northern Metropolitan,5833,20.6
1529,Roxburgh Park,3,h,547000,1/09/2018,3064,Northern Metropolitan,5833,20.6
1532,Seddon,4,h,1340000,1/09/2018,3011,Western Metropolitan,2417,5.1
1533,South Melbourne,2,h,2600000,1/09/2018,3205,Southern Metropolitan,5943,1.9
1534,South Melbourne,2,u,875000,1/09/2018,3205,Southern Metropolitan,5943,1.9
1535,South Melbourne,4,h,1200000,1/09/2018,3205,Southern Metropolitan,5943,1.9
1536,South Melbourne,2,u,698500,1/09/2018,3205,Southern Metropolitan,5943,1.9
1537,South Melbourne,3,h,1465000,1/09/2018,3205,Southern Metropolitan,5943,1.9
1538,South Morang,3,h,647500,1/09/2018,3752,Northern Metropolitan,7969,20.5
1539,South Morang,4,h,572000,1/09/2018,3752,Northern Metropolitan,7969,20.5
1540,South Morang,4,h,645000,1/09/2018,3752,Northern Metropolitan,7969,20.5
1542,South Yarra,2,u,570000,1/09/2018,3141,Southern Metropolitan,14887,2.7
1543,South Yarra,4,h,2700000,1/09/2018,3141,Southern Metropolitan,14887,2.7
1544,South Yarra,8,h,1456000,1/09/2018,3141,Southern Metropolitan,14887,2.7
1546,South Yarra,4,u,2100000,1/09/2018,3141,Southern Metropolitan,14887,2.7
1547,South Yarra,3,h,3875000,1/09/2018,3141,Southern Metropolitan,14887,2.7
1551,St Kilda,3,h,1600000,1/09/2018,3182,Southern Metropolitan,13240,5.0
1552,St Kilda,2,u,520000,1/09/2018,3182,Southern Metropolitan,13240,5.0
1553,St Kilda,1,u,441000,1/09/2018,3182,Southern Metropolitan,13240,5.0
1555,Strathmore,3,h,1500000,1/09/2018,3041,Western Metropolitan,3284,8.2
1557,Sunshine,3,h,700000,1/09/2018,3020,Western Metropolitan,3755,10.5
1558,Sunshine,4,h,760000,1/09/2018,3020,Western Metropolitan,3755,10.5
1559,Sunshine,4,h,735000,1/09/2018,3020,Western Metropolitan,3755,10.5
1560,Sunshine West,3,h,620000,1/09/2018,3020,Western Metropolitan,6763,10.5
1561,Surrey Hills,3,u,683000,1/09/2018,3127,Southern Metropolitan,5457,10.2
1563,Surrey Hills,5,h,3100000,1/09/2018,3127,Southern Metropolitan,5457,10.2
1564,Surrey Hills,3,h,1600000,1/09/2018,3127,Southern Metropolitan,5457,10.2
1565,Surrey Hills,5,h,2425000,1/09/2018,3127,Southern Metropolitan,5457,10.2
1567,Surrey Hills,2,h,1000000,1/09/2018,3127,Southern Metropolitan,5457,10.2
1568,Surrey Hills,4,h,2200000,1/09/2018,3127,Southern Metropolitan,5457,10.2
1570,Sydenham,4,h,655000,1/09/2018,3037,Western Metropolitan,3640,18.0
1571,Sydenham,2,u,405000,1/09/2018,3037,Western Metropolitan,3640,18.0
1572,Tarneit,3,h,550000,1/09/2018,3029,Western Metropolitan,10160,18.4
1573,Tarneit,4,h,570000,1/09/2018,3029,Western Metropolitan,10160,18.4
1574,Tarneit,3,t,413500,1/09/2018,3029,Western Metropolitan,10160,18.4
1575,Taylors Lakes,3,h,620000,1/09/2018,3038,Western Metropolitan,5336,15.5
1576,Taylors Lakes,4,h,780000,1/09/2018,3038,Western Metropolitan,5336,15.5
1577,Taylors Lakes,3,h,621000,1/09/2018,3038,Western Metropolitan,5336,15.5
1578,Templestowe,4,h,1810000,1/09/2018,3106,Eastern Metropolitan,6202,15.5
1579,Templestowe Lower,4,h,1140000,1/09/2018,3107,Eastern Metropolitan,5420,12.4
1580,Templestowe Lower,4,h,1020000,1/09/2018,3107,Eastern Metropolitan,5420,12.4
1581,Templestowe Lower,4,h,1500000,1/09/2018,3107,Eastern Metropolitan,5420,12.4
1582,Templestowe Lower,4,h,950000,1/09/2018,3107,Eastern Metropolitan,5420,12.4
1584,Thomastown,4,h,770000,1/09/2018,3074,Northern Metropolitan,7955,15.3
1585,Thornbury,4,h,1410000,1/09/2018,3071,Northern Metropolitan,8870,7.0
1586,Thornbury,2,h,830000,1/09/2018,3071,Northern Metropolitan,8870,7.0
1588,Thornbury,3,t,875000,1/09/2018,3071,Northern Metropolitan,8870,7.0
1591,Thornbury,3,t,1000000,1/09/2018,3071,Northern Metropolitan,8870,7.0
1592,Toorak,3,h,3680000,1/09/2018,3142,Southern Metropolitan,7217,4.1
1593,Toorak,5,h,6700000,1/09/2018,3142,Southern Metropolitan,7217,4.1
1597,Toorak,3,h,2130000,1/09/2018,3142,Southern Metropolitan,7217,4.1
1600,Wantirna South,4,h,890000,1/09/2018,3152,Eastern Metropolitan,7082,14.7
1602,Werribee,2,h,490000,1/09/2018,3030,Western Metropolitan,16166,14.7
1603,Werribee,3,h,625000,1/09/2018,3030,Western Metropolitan,16166,14.7
1604,West Footscray,4,h,1075000,1/09/2018,3012,Western Metropolitan,5058,6.4
1605,West Melbourne,2,h,800000,1/09/2018,3003,Northern Metropolitan,2230,3.1
1606,Westmeadows,3,h,648500,1/09/2018,3049,Northern Metropolitan,2474,16.5
1607,Westmeadows,3,t,573000,1/09/2018,3049,Northern Metropolitan,2474,16.5
1608,Wheelers Hill,4,h,1172000,1/09/2018,3150,South-Eastern Metropolitan,7392,16.7
1609,Wheelers Hill,5,h,1195000,1/09/2018,3150,South-Eastern Metropolitan,7392,16.7
1610,Wheelers Hill,3,h,933000,1/09/2018,3150,South-Eastern Metropolitan,7392,16.7
1612,Williamstown,2,u,630000,1/09/2018,3016,Western Metropolitan,6380,6.8
1613,Windsor,2,u,810000,1/09/2018,3181,Southern Metropolitan,4380,4.6
1614,Windsor,2,u,536000,1/09/2018,3181,Southern Metropolitan,4380,4.6
1616,Wyndham Vale,3,h,490000,1/09/2018,3024,Western Metropolitan,5262,27.2
1617,Yarraville,2,h,925000,1/09/2018,3013,Western Metropolitan,6543,6.3
1618,Yarraville,3,h,870000,1/09/2018,3013,Western Metropolitan,6543,6.3
1619,Yarraville,3,h,1017000,1/09/2018,3013,Western Metropolitan,6543,6.3
1620,Yarraville,4,h,1220000,1/09/2018,3013,Western Metropolitan,6543,6.3
1621,Yarraville,2,h,920000,1/09/2018,3013,Western Metropolitan,6543,6.3
1622,Abbotsford,2,t,830000,2/06/2018,3067,Northern Metropolitan,4019,3.0
1624,Airport West,4,h,780000,2/06/2018,3042,Western Metropolitan,3464,10.4
1625,Airport West,1,h,680000,2/06/2018,3042,Western Metropolitan,3464,10.4
1629,Albert Park,1,u,530000,2/06/2018,3206,Southern Metropolitan,3280,3.0
1630,Albion,3,h,585000,2/06/2018,3020,Western Metropolitan,2185,10.5
1631,Alphington,5,h,2930000,2/06/2018,3078,Northern Metropolitan,2211,5.7
1632,Altona Meadows,3,h,665000,2/06/2018,3028,Western Metropolitan,7630,15.5
1634,Altona North,3,h,909000,2/06/2018,3025,Western Metropolitan,5132,9.4
1635,Ardeer,3,h,610000,2/06/2018,3022,Western Metropolitan,1281,12.8
1637,Armadale,4,h,1850000,2/06/2018,3143,Southern Metropolitan,4836,6.3
1638,Armadale,1,u,368500,2/06/2018,3143,Southern Metropolitan,4836,6.3
1639,Ascot Vale,3,h,985000,2/06/2018,3032,Western Metropolitan,6567,4.3
1641,Ascot Vale,2,u,508000,2/06/2018,3032,Western Metropolitan,6567,4.3
1642,Ascot Vale,2,t,880000,2/06/2018,3032,Western Metropolitan,6567,4.3
1643,Ascot Vale,3,h,1410000,2/06/2018,3032,Western Metropolitan,6567,4.3
1645,Ashwood,4,h,1250000,2/06/2018,3147,Southern Metropolitan,2894,10.2
1646,Ashwood,3,h,1280000,2/06/2018,3147,Southern Metropolitan,2894,10.2
1647,Ashwood,3,h,1100000,2/06/2018,3147,Southern Metropolitan,2894,10.2
1648,Ashwood,4,h,1220000,2/06/2018,3147,Southern Metropolitan,2894,10.2
1649,Aspendale Gardens,5,h,1000000,2/06/2018,3195,South-Eastern Metropolitan,2243,21.5
1651,Avondale Heights,3,h,750000,2/06/2018,3034,Western Metropolitan,4502,9.5
1652,Avondale Heights,3,h,820000,2/06/2018,3034,Western Metropolitan,4502,9.5
1654,Balwyn,3,t,1460000,2/06/2018,3103,Southern Metropolitan,5682,7.9
1655,Balwyn,2,u,680000,2/06/2018,3103,Southern Metropolitan,5682,7.9
1656,Balwyn,2,u,570000,2/06/2018,3103,Southern Metropolitan,5682,7.9
1657,Balwyn,3,h,1415000,2/06/2018,3103,Southern Metropolitan,5682,7.9
1661,Bayswater North,2,u,455000,2/06/2018,3153,Eastern Metropolitan,3598,23.2
1662,Bayswater North,4,h,1900000,2/06/2018,3153,Eastern Metropolitan,3598,23.2
1663,Beaumaris,3,h,1900000,2/06/2018,3193,Southern Metropolitan,5366,17.3
1664,Beaumaris,4,h,1740000,2/06/2018,3193,Southern Metropolitan,5366,17.3
1666,Bentleigh,3,h,1300000,2/06/2018,3204,Southern Metropolitan,6795,11.4
1667,Bentleigh,2,u,870000,2/06/2018,3204,Southern Metropolitan,6795,11.4
1668,Bentleigh,4,t,1467000,2/06/2018,3204,Southern Metropolitan,6795,11.4
1670,Bentleigh East,4,h,1150000,2/06/2018,3165,Southern Metropolitan,10969,13.8
1671,Bentleigh East,3,t,855000,2/06/2018,3165,Southern Metropolitan,10969,13.8
1672,Bentleigh East,3,h,960000,2/06/2018,3165,Southern Metropolitan,10969,13.8
1673,Bentleigh East,3,h,860000,2/06/2018,3165,Southern Metropolitan,10969,13.8
1674,Bentleigh East,4,t,1250000,2/06/2018,3165,Southern Metropolitan,10969,13.8
1675,Bentleigh East,4,h,1395000,2/06/2018,3165,Southern Metropolitan,10969,13.8
1679,Bentleigh East,4,h,1385000,2/06/2018,3165,Southern Metropolitan,10969,13.8
1680,Bentleigh East,5,h,2068000,2/06/2018,3165,Southern Metropolitan,10969,13.8
1681,Bentleigh East,2,t,940000,2/06/2018,3165,Southern Metropolitan,10969,13.8
1684,Black Rock,4,h,2100000,2/06/2018,3193,Southern Metropolitan,2866,17.3
1685,Black Rock,3,t,1500000,2/06/2018,3193,Southern Metropolitan,2866,17.3
1688,Blackburn,4,h,1250000,2/06/2018,3130,Eastern Metropolitan,5713,13.4
1689,Blackburn North,3,h,1090000,2/06/2018,3130,Eastern Metropolitan,2867,13.4
1690,Blackburn South,4,h,1550000,2/06/2018,3130,Eastern Metropolitan,4387,13.4
1691,Blackburn South,3,h,1290000,2/06/2018,3130,Eastern Metropolitan,4387,13.4
1692,Bonbeach,3,h,757000,2/06/2018,3196,South-Eastern Metropolitan,2887,27.0
1693,Bonbeach,3,h,630000,2/06/2018,3196,South-Eastern Metropolitan,2887,27.0
1695,Boronia,3,h,800000,2/06/2018,3155,Eastern Metropolitan,9704,25.0
1696,Box Hill,4,h,2060000,2/06/2018,3128,Eastern Metropolitan,4605,10.9
1697,Braybrook,3,h,765000,2/06/2018,3019,Western Metropolitan,3589,8.6
1698,Braybrook,3,h,700000,2/06/2018,3019,Western Metropolitan,3589,8.6
1700,Brighton,3,t,1780000,2/06/2018,3186,Southern Metropolitan,10579,10.5
1701,Brighton,5,h,3000000,2/06/2018,3186,Southern Metropolitan,10579,10.5
1705,Brighton East,5,h,4475000,2/06/2018,3187,Southern Metropolitan,6938,10.3
1706,Brighton East,4,h,1515000,2/06/2018,3187,Southern Metropolitan,6938,10.3
1708,Brighton East,5,h,1870000,2/06/2018,3187,Southern Metropolitan,6938,10.3
