,Date,Suburb,Postcode,Distance,Type,Rooms,Price
5816,4/02/2016,Epping,3076,19.6,h,3,436500
5817,4/02/2016,Epping,3076,19.6,h,3,544000
5818,4/02/2016,Essendon,3040,7.5,h,3,911000
5819,4/02/2016,Eynesbury,3338,29.8,h,4,398500
5820,4/02/2016,Fawkner,3060,13.1,h,3,645000
5821,4/02/2016,Ferntree Gully,3156,24.8,h,4,837000
5822,4/02/2016,Footscray,3011,5.1,u,1,216000
5823,4/02/2016,Gisborne South,3437,45.9,h,3,700000
5824,4/02/2016,Glen Waverley,3150,16.7,h,4,1250000
5825,4/02/2016,Hillside,3037,18.0,h,3,625000
5826,4/02/2016,Hillside,3037,18.0,h,4,735000
5827,4/02/2016,Hoppers Crossing,3029,18.4,h,3,475000
5828,4/02/2016,Jacana,3047,14.0,h,2,461000
5829,4/02/2016,Keilor Lodge,3038,15.5,h,3,680000
5831,4/02/2016,Keysborough,3173,25.2,h,3,737500
5832,4/02/2016,Kilsyth,3137,26.0,h,4,850000
5833,4/02/2016,Laverton,3028,15.5,h,4,482000
5834,4/02/2016,Maidstone,3012,6.4,h,3,1200000
5835,4/02/2016,Maidstone,3012,6.4,h,2,927000
5836,4/02/2016,Malvern East,3145,8.4,u,2,350000
5837,4/02/2016,Maribyrnong,3032,4.3,t,3,560000
5839,4/02/2016,Meadow Heights,3048,17.4,h,3,290000
5840,4/02/2016,Meadow Heights,3048,17.4,h,1,257500
5841,4/02/2016,Melbourne,3000,0.0,u,2,520000
5842,4/02/2016,Mentone,3194,20.0,u,1,245000
5843,4/02/2016,Mitcham,3132,17.2,u,3,812000
5844,4/02/2016,Mont Albert,3127,10.2,u,2,750000
5845,4/02/2016,Moorabbin,3189,14.3,h,3,1417250
5849,4/02/2016,Nunawading,3131,15.4,h,3,835000
5850,4/02/2016,Oakleigh South,3167,15.5,h,4,876000
5851,4/02/2016,Ormond,3204,11.4,u,1,250000
5852,4/02/2016,Port Melbourne,3207,3.5,u,2,550000
5853,4/02/2016,Richmond,3121,2.4,h,3,1102000
5855,4/02/2016,Ringwood,3134,19.9,h,3,595000
5856,4/02/2016,Ringwood East,3135,21.3,h,4,1010000
5857,4/02/2016,Roxburgh Park,3064,20.6,h,3,424500
5858,4/02/2016,Roxburgh Park,3064,20.6,h,4,457000
5861,4/02/2016,St Albans,3021,14.0,h,3,600000
5862,4/02/2016,St Albans,3021,14.0,h,3,550000
5864,4/02/2016,St Albans,3021,14.0,h,3,580000
5866,4/02/2016,Strathmore,3041,8.2,h,4,1500000
5867,4/02/2016,Surrey Hills,3127,10.2,u,3,930000
5868,4/02/2016,Sydenham,3037,18.0,h,3,639000
5869,4/02/2016,Taylors Hill,3037,18.0,h,3,540500
5870,4/02/2016,Templestowe,3106,15.5,h,5,1450000
5871,4/02/2016,Thomastown,3074,15.3,h,3,580000
5872,4/02/2016,Thornbury,3071,7.0,t,2,805000
5873,4/02/2016,Thornbury,3071,7.0,h,5,1645000
5874,4/02/2016,West Footscray,3012,6.4,h,3,1415000
5875,4/02/2016,Williams Landing,3027,17.6,h,4,600500
5876,4/02/2016,Yarraville,3013,6.3,h,2,890000
5877,4/03/2017,Abbotsford,3067,3.0,h,3,1465000
5878,4/03/2017,Abbotsford,3067,3.0,h,3,850000
5879,4/03/2017,Aberfeldie,3040,7.5,h,4,1646000
5880,4/03/2017,Airport West,3042,10.4,h,3,770000
5882,4/03/2017,Airport West,3042,10.4,h,2,603000
5883,4/03/2017,Airport West,3042,10.4,t,3,700000
5884,4/03/2017,Airport West,3042,10.4,h,3,600000
5885,4/03/2017,Airport West,3042,10.4,u,2,500000
5886,4/03/2017,Albert Park,3206,3.0,h,3,2850000
5887,4/03/2017,Albert Park,3206,3.0,h,3,1850000
5889,4/03/2017,Albert Park,3206,3.0,h,2,1436000
5890,4/03/2017,Albion,3020,10.5,h,3,730000
5891,4/03/2017,Albion,3020,10.5,h,2,730000
5892,4/03/2017,Alphington,3078,5.7,h,3,1492000
5893,4/03/2017,Altona,3018,11.0,h,3,1120000
5894,4/03/2017,Altona North,3025,9.4,h,4,960000
5895,4/03/2017,Altona North,3025,9.4,h,3,750000
5896,4/03/2017,Altona North,3025,9.4,t,2,421000
5897,4/03/2017,Altona North,3025,9.4,h,3,1405000
5899,4/03/2017,Ardeer,3022,12.8,h,3,560000
5900,4/03/2017,Ardeer,3022,12.8,h,4,593000
5901,4/03/2017,Armadale,3143,6.3,h,3,2050000
5902,4/03/2017,Armadale,3143,6.3,h,3,1870000
5904,4/03/2017,Armadale,3143,6.3,u,2,678000
5907,4/03/2017,Armadale,3143,6.3,t,3,1918000
5909,4/03/2017,Armadale,3143,6.3,u,2,660000
5911,4/03/2017,Ascot Vale,3032,4.3,h,3,1380000
5912,4/03/2017,Ascot Vale,3032,4.3,u,2,490000
5913,4/03/2017,Ascot Vale,3032,4.3,h,4,1850000
5914,4/03/2017,Ascot Vale,3032,4.3,h,3,1284000
5915,4/03/2017,Ashburton,3147,10.2,u,2,500000
5916,4/03/2017,Ashburton,3147,10.2,h,2,1575000
5917,4/03/2017,Ashburton,3147,10.2,h,4,1991000
5918,4/03/2017,Ashwood,3147,10.2,u,3,1045000
5919,4/03/2017,Ashwood,3147,10.2,h,4,1200000
5920,4/03/2017,Aspendale,3195,21.5,h,3,1045000
5923,4/03/2017,Aspendale Gardens,3195,21.5,h,4,1126000
5924,4/03/2017,Aspendale Gardens,3195,21.5,t,3,700000
5925,4/03/2017,Attwood,3049,16.5,h,4,740000
5926,4/03/2017,Avondale Heights,3034,9.5,h,3,848000
5927,4/03/2017,Avondale Heights,3034,9.5,h,4,806000
5928,4/03/2017,Balwyn,3103,7.9,t,3,1400000
5930,4/03/2017,Balwyn,3103,7.9,u,2,812000
5932,4/03/2017,Balwyn,3103,7.9,h,4,4260000
5935,4/03/2017,Balwyn North,3104,9.7,h,3,2000000
5936,4/03/2017,Balwyn North,3104,9.7,h,4,1750000
5937,4/03/2017,Balwyn North,3104,9.7,h,3,1450000
5938,4/03/2017,Balwyn North,3104,9.7,h,4,2614000
5939,4/03/2017,Balwyn North,3104,9.7,h,4,1825000
5940,4/03/2017,Balwyn North,3104,9.7,h,4,2550000
5941,4/03/2017,Bayswater,3153,23.2,h,3,790000
5943,4/03/2017,Bayswater,3153,23.2,u,2,465000
5944,4/03/2017,Bayswater,3153,23.2,h,3,702000
5946,4/03/2017,Bayswater North,3153,23.2,h,4,836000
5947,4/03/2017,Beaumaris,3193,17.3,h,3,1190000
5948,4/03/2017,Beaumaris,3193,17.3,u,2,740000
5949,4/03/2017,Beaumaris,3193,17.3,h,3,1555000
5950,4/03/2017,Beaumaris,3193,17.3,h,5,2310000
5951,4/03/2017,Beaumaris,3193,17.3,h,3,1250000
5952,4/03/2017,Beaumaris,3193,17.3,t,3,1086000
5953,4/03/2017,Beaumaris,3193,17.3,h,3,1450000
5956,4/03/2017,Bentleigh,3204,11.4,h,4,2470000
5957,4/03/2017,Bentleigh,3204,11.4,t,3,710000
5958,4/03/2017,Bentleigh,3204,11.4,h,4,1260000
5959,4/03/2017,Bentleigh,3204,11.4,u,2,896000
5960,4/03/2017,Bentleigh East,3165,13.8,t,3,1115000
5961,4/03/2017,Bentleigh East,3165,13.8,h,4,1190000
5962,4/03/2017,Bentleigh East,3165,13.8,h,4,1270000
5963,4/03/2017,Bentleigh East,3165,13.8,u,3,1025000
5964,4/03/2017,Bentleigh East,3165,13.8,u,2,737500
5965,4/03/2017,Bentleigh East,3165,13.8,u,3,740000
5966,4/03/2017,Bentleigh East,3165,13.8,h,4,1960000
5967,4/03/2017,Bentleigh East,3165,13.8,t,4,1000000
5968,4/03/2017,Berwick,3806,35.2,h,4,532000
5969,4/03/2017,Berwick,3806,35.2,h,5,850000
5970,4/03/2017,Black Rock,3193,17.3,u,2,1021000
5971,4/03/2017,Black Rock,3193,17.3,t,4,2300000
5973,4/03/2017,Black Rock,3193,17.3,u,2,877000
5975,4/03/2017,Blackburn,3130,13.4,h,4,1480000
5977,4/03/2017,Blackburn,3130,13.4,h,5,2015000
5978,4/03/2017,Blackburn,3130,13.4,u,2,730000
5980,4/03/2017,Blackburn North,3130,13.4,h,3,1000000
5982,4/03/2017,Blackburn South,3130,13.4,h,3,1326000
5983,4/03/2017,Blackburn South,3130,13.4,u,2,735000
5984,4/03/2017,Bonbeach,3196,27.0,u,2,566000
5985,4/03/2017,Bonbeach,3196,27.0,u,2,483500
5986,4/03/2017,Boronia,3155,25.0,h,4,922000
5988,4/03/2017,Box Hill,3128,10.9,u,2,645000
5989,4/03/2017,Box Hill,3128,10.9,u,2,790000
5990,4/03/2017,Box Hill,3128,10.9,h,4,880000
5991,4/03/2017,Braybrook,3019,8.6,t,3,502000
5993,4/03/2017,Brighton,3186,10.5,u,2,1300000
5994,4/03/2017,Brighton,3186,10.5,h,3,1390000
5995,4/03/2017,Brighton,3186,10.5,h,4,4250000
5997,4/03/2017,Brighton,3186,10.5,h,4,2905000
5999,4/03/2017,Brighton,3186,10.5,t,3,1725000
6001,4/03/2017,Brighton,3186,10.5,h,3,2266000
6003,4/03/2017,Brighton East,3187,10.3,t,3,1302500
6004,4/03/2017,Brighton East,3187,10.3,h,2,1445000
6006,4/03/2017,Brighton East,3187,10.3,t,4,1350000
6007,4/03/2017,Brighton East,3187,10.3,h,4,1840000
6011,4/03/2017,Broadmeadows,3047,14.0,h,3,550000
6012,4/03/2017,Broadmeadows,3047,14.0,h,3,470000
6013,4/03/2017,Broadmeadows,3047,14.0,u,3,386000
6014,4/03/2017,Broadmeadows,3047,14.0,h,3,546000
6015,4/03/2017,Broadmeadows,3047,14.0,h,3,300000
6016,4/03/2017,Brooklyn,3012,6.4,h,3,790000
6018,4/03/2017,Brunswick,3056,5.2,t,2,665000
6019,4/03/2017,Brunswick,3056,5.2,u,2,570000
6020,4/03/2017,Brunswick,3056,5.2,h,4,1330000
6021,4/03/2017,Brunswick,3056,5.2,h,4,2230000
6022,4/03/2017,Brunswick East,3057,4.0,u,1,410000
6023,4/03/2017,Brunswick East,3057,4.0,h,2,580000
6024,4/03/2017,Brunswick East,3057,4.0,u,2,675000
6026,4/03/2017,Brunswick East,3057,4.0,h,3,1350000
6027,4/03/2017,Brunswick East,3057,4.0,t,3,940000
6028,4/03/2017,Brunswick East,3057,4.0,h,3,930000
6029,4/03/2017,Brunswick East,3057,4.0,h,3,1495000
6030,4/03/2017,Brunswick West,3055,5.2,h,3,942000
6031,4/03/2017,Brunswick West,3055,5.2,u,2,471000
6033,4/03/2017,Bulleen,3105,10.8,h,4,1303000
6034,4/03/2017,Bulleen,3105,10.8,h,5,1336000
6035,4/03/2017,Bundoora,3083,12.1,h,4,920000
6036,4/03/2017,Bundoora,3083,12.1,h,3,791000
6038,4/03/2017,Bundoora,3083,12.1,h,3,820000
6040,4/03/2017,Bundoora,3083,12.1,h,4,805000
6041,4/03/2017,Bundoora,3083,12.1,h,4,811000
6042,4/03/2017,Burwood,3125,10.4,h,5,1505000
6046,4/03/2017,Burwood,3125,10.4,h,3,935000
6047,4/03/2017,Burwood,3125,10.4,u,3,686000
6048,4/03/2017,Burwood,3125,10.4,h,3,1400000
6051,4/03/2017,Burwood East,3151,14.7,h,3,1050000
6058,4/03/2017,Camberwell,3124,7.7,t,3,1175000
6059,4/03/2017,Camberwell,3124,7.7,h,5,2240000
6061,4/03/2017,Camberwell,3124,7.7,h,5,2860000
6064,4/03/2017,Camberwell,3124,7.7,h,3,1910000
6066,4/03/2017,Canterbury,3126,8.4,t,4,1550000
6069,4/03/2017,Canterbury,3126,8.4,h,2,765000
6071,4/03/2017,Canterbury,3126,8.4,u,3,2130000
6072,4/03/2017,Carlton,3053,1.6,h,2,1460000
6073,4/03/2017,Carlton North,3054,3.5,h,3,1540000
6074,4/03/2017,Carlton North,3054,3.5,h,4,1425000
6075,4/03/2017,Carlton North,3054,3.5,h,2,1725000
6077,4/03/2017,Carnegie,3163,10.1,u,2,510000
6078,4/03/2017,Carnegie,3163,10.1,h,4,1647000
6079,4/03/2017,Carnegie,3163,10.1,u,1,255000
6080,4/03/2017,Carnegie,3163,10.1,h,2,890000
6081,4/03/2017,Carnegie,3163,10.1,u,1,346000
6082,4/03/2017,Carnegie,3163,10.1,t,3,860000
6083,4/03/2017,Carnegie,3163,10.1,u,2,586000
6084,4/03/2017,Caulfield,3162,8.7,u,1,323000
6085,4/03/2017,Caulfield,3162,8.7,u,2,550000
6087,4/03/2017,Caulfield North,3161,7.8,u,2,580000
6090,4/03/2017,Caulfield South,3162,8.7,h,2,1065000
6093,4/03/2017,Chadstone,3148,11.7,h,3,1000000
6094,4/03/2017,Chadstone,3148,11.7,h,2,644000
6095,4/03/2017,Chelsea,3196,27.0,u,2,650000
6097,4/03/2017,Chelsea,3196,27.0,h,3,750000
6098,4/03/2017,Chelsea,3196,27.0,u,3,895000
6099,4/03/2017,Chelsea,3196,27.0,h,3,680000
6100,4/03/2017,Chelsea Heights,3196,27.0,h,3,720000
6101,4/03/2017,Cheltenham,3192,17.9,t,3,1020000
6103,4/03/2017,Cheltenham,3192,17.9,h,4,1226000
6104,4/03/2017,Cheltenham,3192,17.9,h,5,1601000
6105,4/03/2017,Cheltenham,3192,17.9,h,4,1288000
6106,4/03/2017,Cheltenham,3192,17.9,h,3,1320000
6107,4/03/2017,Cheltenham,3192,17.9,h,2,661000
6108,4/03/2017,Cheltenham,3192,17.9,t,2,739000
6109,4/03/2017,Cheltenham,3192,17.9,h,3,1330000
6110,4/03/2017,Cheltenham,3192,17.9,h,4,1150000
6111,4/03/2017,Cheltenham,3192,17.9,h,4,1043000
6112,4/03/2017,Cheltenham,3192,17.9,h,4,995000
6113,4/03/2017,Cheltenham,3192,17.9,t,2,657500
6114,4/03/2017,Cheltenham,3192,17.9,h,3,1025000
6117,4/03/2017,Clayton,3168,16.7,u,3,685000
6119,4/03/2017,Clayton South,3169,17.5,h,3,756000
6124,4/03/2017,Coburg,3058,6.7,h,3,1300000
6125,4/03/2017,Coburg,3058,6.7,h,3,1010000
6126,4/03/2017,Coburg,3058,6.7,h,3,1202000
6127,4/03/2017,Coburg,3058,6.7,h,3,1370000
6128,4/03/2017,Coburg,3058,6.7,h,2,550000
6129,4/03/2017,Coburg,3058,6.7,h,3,1000000
6130,4/03/2017,Coburg,3058,6.7,h,3,935500
6131,4/03/2017,Coburg,3058,6.7,u,8,2250000
6132,4/03/2017,Coburg North,3058,6.7,t,3,631000
6133,4/03/2017,Coburg North,3058,6.7,t,2,600000
6134,4/03/2017,Coburg North,3058,6.7,h,4,820000
6135,4/03/2017,Coburg North,3058,6.7,h,3,715000
6137,4/03/2017,Coburg North,3058,6.7,h,3,735000
6138,4/03/2017,Coburg North,3058,6.7,h,4,1180000
6139,4/03/2017,Collingwood,3066,2.0,h,2,1320000
6140,4/03/2017,Collingwood,3066,2.0,h,2,1430000
6141,4/03/2017,Collingwood,3066,2.0,t,3,1125000
6142,4/03/2017,Collingwood,3066,2.0,u,3,950000
6143,4/03/2017,Collingwood,3066,2.0,u,2,910000
6144,4/03/2017,Collingwood,3066,2.0,u,1,452000
6145,4/03/2017,Collingwood,3066,2.0,u,1,440000
6147,4/03/2017,Craigieburn,3064,20.6,h,3,592500
6148,4/03/2017,Craigieburn,3064,20.6,h,3,560000
6149,4/03/2017,Craigieburn,3064,20.6,h,3,420000
6150,4/03/2017,Croydon,3136,23.0,h,3,600000
6151,4/03/2017,Croydon,3136,23.0,h,5,842500
6152,4/03/2017,Croydon North,3136,23.0,h,4,936000
6153,4/03/2017,Dandenong North,3175,24.7,h,4,765000
6154,4/03/2017,Dandenong North,3175,24.7,h,3,665000
6156,4/03/2017,Deepdene,3103,7.9,h,4,3200000
6157,4/03/2017,Deepdene,3103,7.9,h,4,2230000
6159,4/03/2017,Delahey,3037,18.0,h,3,600000
6160,4/03/2017,Delahey,3037,18.0,h,3,535000
6161,4/03/2017,Dingley Village,3172,22.2,h,4,1152000
6162,4/03/2017,Doncaster,3108,12.4,h,3,1100000
6164,4/03/2017,Doncaster,3108,12.4,t,4,1231000
6165,4/03/2017,Doncaster,3108,12.4,h,5,1535000
6166,4/03/2017,Doncaster,3108,12.4,h,3,1125000
6167,4/03/2017,Doncaster East,3109,14.3,h,5,980000
6168,4/03/2017,Doncaster East,3109,14.3,h,3,1185000
6169,4/03/2017,Doncaster East,3109,14.3,t,4,1100000
6170,4/03/2017,Doncaster East,3109,14.3,u,3,720000
6171,4/03/2017,Doncaster East,3109,14.3,t,4,1220000
6172,4/03/2017,Donvale,3111,16.1,h,3,1160000
6173,4/03/2017,Donvale,3111,16.1,h,4,775000
6175,4/03/2017,Edithvale,3196,27.0,h,3,1075000
6177,4/03/2017,Eltham,3095,18.0,u,1,460000
6178,4/03/2017,Eltham,3095,18.0,h,3,1105000
6179,4/03/2017,Eltham,3095,18.0,h,4,900000
6180,4/03/2017,Eltham,3095,18.0,h,3,1200000
6181,4/03/2017,Eltham North,3095,18.0,h,3,815000
6182,4/03/2017,Eltham North,3095,18.0,h,4,890000
6183,4/03/2017,Elwood,3184,7.2,u,2,855000
6185,4/03/2017,Elwood,3184,7.2,u,2,1050000
6186,4/03/2017,Elwood,3184,7.2,u,2,955000
6187,4/03/2017,Elwood,3184,7.2,u,2,680000
6188,4/03/2017,Elwood,3184,7.2,h,3,1911000
6189,4/03/2017,Epping,3076,19.6,h,3,500000
6190,4/03/2017,Epping,3076,19.6,h,4,596500
6191,4/03/2017,Epping,3076,19.6,h,4,600000
6192,4/03/2017,Epping,3076,19.6,h,4,483000
6193,4/03/2017,Epping,3076,19.6,h,3,605000
6194,4/03/2017,Epping,3076,19.6,h,4,660000
6196,4/03/2017,Epping,3076,19.6,h,4,482000
6198,4/03/2017,Essendon,3040,7.5,h,4,900000
6199,4/03/2017,Essendon,3040,7.5,u,2,645000
6200,4/03/2017,Essendon,3040,7.5,h,4,1965000
6201,4/03/2017,Essendon,3040,7.5,u,3,840000
6202,4/03/2017,Essendon,3040,7.5,u,2,702500
6203,4/03/2017,Essendon,3040,7.5,h,3,960000
6205,4/03/2017,Essendon,3040,7.5,h,4,1670000
6206,4/03/2017,Eumemmerring,3177,28.8,h,3,757000
6207,4/03/2017,Eumemmerring,3177,28.8,h,4,460000
6209,4/03/2017,Fawkner,3060,13.1,h,3,687000
6210,4/03/2017,Fawkner,3060,13.1,u,2,333000
6211,4/03/2017,Fawkner,3060,13.1,t,3,455000
6213,4/03/2017,Fitzroy North,3068,3.6,h,3,1110000
6214,4/03/2017,Fitzroy North,3068,3.6,u,2,700000
6215,4/03/2017,Fitzroy North,3068,3.6,h,3,2170000
6217,4/03/2017,Fitzroy North,3068,3.6,u,1,358500
6218,4/03/2017,Fitzroy North,3068,3.6,h,3,1000000
6219,4/03/2017,Flemington,3031,3.4,u,1,380000
6220,4/03/2017,Flemington,3031,3.4,u,2,425000
6221,4/03/2017,Flemington,3031,3.4,u,1,280000
6222,4/03/2017,Footscray,3011,5.1,h,3,876000
6223,4/03/2017,Footscray,3011,5.1,u,1,227000
6224,4/03/2017,Footscray,3011,5.1,t,4,841000
6225,4/03/2017,Footscray,3011,5.1,u,2,605000
6226,4/03/2017,Footscray,3011,5.1,u,2,305000
6227,4/03/2017,Forest Hill,3131,15.4,h,4,1055000
6228,4/03/2017,Forest Hill,3131,15.4,h,5,1300000
6229,4/03/2017,Forest Hill,3131,15.4,h,3,1103500
6231,4/03/2017,Forest Hill,3131,15.4,h,4,1205000
6232,4/03/2017,Frankston,3199,38.0,u,2,380000
6234,4/03/2017,Gladstone Park,3043,12.9,h,4,575000
6235,4/03/2017,Gladstone Park,3043,12.9,h,3,590000
6236,4/03/2017,Glen Huntly,3163,10.1,h,5,1711000
6237,4/03/2017,Glen Iris,3146,7.3,u,2,671000
6238,4/03/2017,Glen Iris,3146,7.3,h,4,1950000
6239,4/03/2017,Glen Iris,3146,7.3,t,3,1155000
6241,4/03/2017,Glen Iris,3146,7.3,h,4,3110000
6242,4/03/2017,Glen Iris,3146,7.3,h,3,1780000
6243,4/03/2017,Glen Iris,3146,7.3,h,3,1425000
6245,4/03/2017,Glen Waverley,3150,16.7,h,4,1261000
6246,4/03/2017,Glen Waverley,3150,16.7,t,3,922000
6247,4/03/2017,Glen Waverley,3150,16.7,h,2,1088000
6248,4/03/2017,Glen Waverley,3150,16.7,u,4,1050000
6249,4/03/2017,Glen Waverley,3150,16.7,h,4,1176000
6251,4/03/2017,Glen Waverley,3150,16.7,h,4,1150000
6253,4/03/2017,Glen Waverley,3150,16.7,h,3,1720000
6256,4/03/2017,Glen Waverley,3150,16.7,u,2,750000
6257,4/03/2017,Glen Waverley,3150,16.7,h,3,952000
6258,4/03/2017,Glenroy,3046,11.2,h,5,850000
6260,4/03/2017,Glenroy,3046,11.2,t,3,565000
6261,4/03/2017,Glenroy,3046,11.2,h,2,758000
6262,4/03/2017,Glenroy,3046,11.2,h,3,590000
6263,4/03/2017,Glenroy,3046,11.2,h,4,550000
6264,4/03/2017,Glenroy,3046,11.2,h,3,822000
6266,4/03/2017,Glenroy,3046,11.2,h,3,980000
6267,4/03/2017,Glenroy,3046,11.2,h,2,625000
6268,4/03/2017,Gowanbrae,3043,12.9,h,3,791000
6269,4/03/2017,Gowanbrae,3043,12.9,h,3,500000
6270,4/03/2017,Greensborough,3088,16.1,h,3,665000
6271,4/03/2017,Greensborough,3088,16.1,u,3,715000
6272,4/03/2017,Greensborough,3088,16.1,h,3,710000
6273,4/03/2017,Greensborough,3088,16.1,h,3,706000
6275,4/03/2017,Greenvale,3059,20.4,h,4,1560000
6276,4/03/2017,Greenvale,3059,20.4,h,4,795000
6277,4/03/2017,Greenvale,3059,20.4,h,4,856000
6278,4/03/2017,Greenvale,3059,20.4,h,4,705000
6279,4/03/2017,Greenvale,3059,20.4,h,4,945000
6280,4/03/2017,Hadfield,3046,11.2,h,3,810000
6281,4/03/2017,Hadfield,3046,11.2,h,3,840000
6282,4/03/2017,Hampton,3188,13.8,h,5,1400000
6283,4/03/2017,Hampton,3188,13.8,h,3,1560000
6284,4/03/2017,Hampton,3188,13.8,u,2,665000
6285,4/03/2017,Hampton,3188,13.8,u,2,680000
6286,4/03/2017,Hampton,3188,13.8,t,4,2020000
6287,4/03/2017,Hampton,3188,13.8,h,3,1715000
6288,4/03/2017,Hampton East,3188,13.8,u,2,400000
6289,4/03/2017,Hawthorn,3122,5.3,u,2,610000
6291,4/03/2017,Hawthorn,3122,5.3,u,2,575000
6292,4/03/2017,Hawthorn,3122,5.3,u,2,600000
6293,4/03/2017,Hawthorn,3122,5.3,u,1,492000
6294,4/03/2017,Hawthorn East,3123,6.2,u,2,420000
6295,4/03/2017,Hawthorn East,3123,6.2,t,3,1220000
6297,4/03/2017,Hawthorn East,3123,6.2,h,3,2875000
6299,4/03/2017,Hawthorn East,3123,6.2,h,2,3350000
6300,4/03/2017,Hawthorn East,3123,6.2,u,2,665500
6301,4/03/2017,Hawthorn East,3123,6.2,h,3,1865000
6303,4/03/2017,Heatherton,3202,18.7,h,4,660000
6304,4/03/2017,Heathmont,3135,21.3,u,2,515000
6307,4/03/2017,Heathmont,3135,21.3,h,3,939000
6308,4/03/2017,Heathmont,3135,21.3,h,3,840000
6310,4/03/2017,Heidelberg,3084,8.9,u,3,620000
6311,4/03/2017,Heidelberg Heights,3081,8.8,h,3,720000
6312,4/03/2017,Heidelberg Heights,3081,8.8,h,4,1370000
6313,4/03/2017,Heidelberg Heights,3081,8.8,h,2,757000
6314,4/03/2017,Heidelberg West,3081,8.8,u,3,535600
6315,4/03/2017,Heidelberg West,3081,8.8,h,3,830000
6317,4/03/2017,Heidelberg West,3081,8.8,u,2,470000
6318,4/03/2017,Highett,3190,16.0,h,4,1825000
6319,4/03/2017,Highett,3190,16.0,t,4,1205000
6320,4/03/2017,Highett,3190,16.0,h,3,1041000
6321,4/03/2017,Highett,3190,16.0,h,3,905000
6322,4/03/2017,Highett,3190,16.0,h,3,1200000
6324,4/03/2017,Hillside,3037,18.0,h,4,548000
6325,4/03/2017,Hillside,3037,18.0,h,3,580000
6328,4/03/2017,Hillside,3037,18.0,h,4,851000
6329,4/03/2017,Hoppers Crossing,3029,18.4,h,3,451000
6330,4/03/2017,Hoppers Crossing,3029,18.4,h,3,430000
6331,4/03/2017,Hoppers Crossing,3029,18.4,h,3,483000
6332,4/03/2017,Hoppers Crossing,3029,18.4,h,3,527000
6334,4/03/2017,Hoppers Crossing,3029,18.4,h,5,858500
6335,4/03/2017,Hoppers Crossing,3029,18.4,h,3,491000
6336,4/03/2017,Hughesdale,3166,12.3,u,3,855000
6337,4/03/2017,Huntingdale,3166,12.3,u,2,340000
6338,4/03/2017,Ivanhoe,3079,7.8,h,4,1450000
6340,4/03/2017,Ivanhoe,3079,7.8,h,4,2265000
6341,4/03/2017,Ivanhoe,3079,7.8,h,3,1680000
6342,4/03/2017,Ivanhoe,3079,7.8,t,2,790000
6343,4/03/2017,Ivanhoe,3079,7.8,u,2,440000
6344,4/03/2017,Ivanhoe,3079,7.8,h,4,2350000
6345,4/03/2017,Ivanhoe,3079,7.8,t,3,962000
6346,4/03/2017,Jacana,3047,14.0,h,3,551000
6348,4/03/2017,Keilor,3036,14.5,h,3,630000
6349,4/03/2017,Keilor East,3033,11.7,h,3,935000
6350,4/03/2017,Keilor East,3033,11.7,h,3,700000
6351,4/03/2017,Keilor East,3033,11.7,h,3,746000
6352,4/03/2017,Keilor East,3033,11.7,h,3,675000
6353,4/03/2017,Keilor East,3033,11.7,h,4,816000
6354,4/03/2017,Kensington,3031,3.4,h,3,1470000
6355,4/03/2017,Kensington,3031,3.4,u,2,630000
6356,4/03/2017,Kensington,3031,3.4,t,3,845000
6357,4/03/2017,Kew,3101,5.4,h,3,1528500
6358,4/03/2017,Kew,3101,5.4,u,2,630000
6359,4/03/2017,Kew,3101,5.4,h,4,1690000
6360,4/03/2017,Kew,3101,5.4,h,5,3820000
6361,4/03/2017,Kew,3101,5.4,u,2,610000
6363,4/03/2017,Kew,3101,5.4,h,3,1490000
6365,4/03/2017,Kew East,3102,7.3,h,3,1750000
6366,4/03/2017,Kew East,3102,7.3,h,3,1880000
6367,4/03/2017,Keysborough,3173,25.2,h,3,730000
6368,4/03/2017,Kilsyth,3137,26.0,h,4,750000
6369,4/03/2017,Kings Park,3021,14.0,h,3,510000
6370,4/03/2017,Kings Park,3021,14.0,h,3,500000
6372,4/03/2017,Knoxfield,3180,23.3,h,4,1171000
6373,4/03/2017,Knoxfield,3180,23.3,u,3,700000
6374,4/03/2017,Lalor,3075,16.3,h,3,620000
6375,4/03/2017,Lalor,3075,16.3,h,3,590000
6377,4/03/2017,Lalor,3075,16.3,h,4,600000
6378,4/03/2017,Langwarrin,3910,41.0,h,4,750000
6379,4/03/2017,Maidstone,3012,6.4,t,3,695000
6380,4/03/2017,Maidstone,3012,6.4,h,3,880000
6383,4/03/2017,Malvern,3144,5.9,u,2,570500
6384,4/03/2017,Malvern,3144,5.9,u,2,1350000
6385,4/03/2017,Malvern East,3145,8.4,h,4,1215000
6386,4/03/2017,Malvern East,3145,8.4,u,2,447000
6388,4/03/2017,Malvern East,3145,8.4,h,4,2200000
6390,4/03/2017,Malvern East,3145,8.4,u,2,866000
6393,4/03/2017,Malvern East,3145,8.4,u,2,790000
6394,4/03/2017,Malvern East,3145,8.4,h,4,2250000
6396,4/03/2017,Malvern East,3145,8.4,u,2,587000
6398,4/03/2017,Maribyrnong,3032,4.3,h,4,961000
6399,4/03/2017,Maribyrnong,3032,4.3,h,4,979888
6400,4/03/2017,McKinnon,3204,11.4,u,3,650000
6401,4/03/2017,McKinnon,3204,11.4,h,3,1985000
6402,4/03/2017,Melbourne,3000,0.0,u,2,1160500
