,Date,Suburb,Postcode,Latitude,Longtitude,Distance,Type,Rooms,Bedroom,Bathroom,Car,Landsize,Price
4457,22/08/2016,Footscray,3011,-37.7962,144.8844,6.4,h,2,2,1,1,222,835000
4458,22/08/2016,Footscray,3011,-37.7946,144.8903,6.4,h,2,2,1,1,132,661000
4459,22/08/2016,Footscray,3011,-37.7959,144.8901,6.4,h,2,2,1,0,258,757500
4464,24/09/2016,Footscray,3011,-37.7949,144.9007,6.4,u,1,1,1,1,1783,282000
4465,24/09/2016,Footscray,3011,-37.7922,144.8831,6.4,t,3,3,1,1,125,699000
4467,25/02/2017,Footscray,3011,-37.795,144.883,6.4,h,3,3,1,0,190,850000
4468,25/02/2017,Footscray,3011,-37.7899,144.893,6.4,u,2,2,1,1,882,315000
4470,25/02/2017,Footscray,3011,-37.8059,144.901,6.4,h,3,3,1,1,211,740000
4473,25/02/2017,Footscray,3011,-37.8012,144.8964,6.4,u,2,2,1,1,0,360000
4477,26/07/2016,Footscray,3011,-37.7987,144.9034,6.4,h,3,3,2,2,196,980000
4478,27/06/2016,Footscray,3011,-37.7952,144.909,6.4,u,3,3,1,1,0,561000
4479,27/06/2016,Footscray,3011,-37.789,144.8932,6.4,u,2,2,1,1,0,316000
4480,27/06/2016,Footscray,3011,-37.7969,144.9042,6.4,h,2,2,1,2,260,800000
4481,27/06/2016,Footscray,3011,-37.7988,144.9045,6.4,h,2,2,1,0,130,760000
4482,27/06/2016,Footscray,3011,-37.8001,144.8797,6.4,t,3,3,2,2,112,735000
4483,27/06/2016,Footscray,3011,-37.7946,144.8944,6.4,h,2,2,1,0,238,823000
4484,27/11/2016,Footscray,3011,-37.7943,144.8875,6.4,h,4,4,2,1,319,1225000
4486,27/11/2016,Footscray,3011,-37.789,144.8932,6.4,u,2,2,1,1,0,296000
4489,27/11/2016,Footscray,3011,-37.7942,144.8933,6.4,h,3,3,1,0,268,886500
4490,28/05/2016,Footscray,3011,-37.7942,144.8832,6.4,h,3,3,2,0,458,767500
4492,28/05/2016,Footscray,3011,-37.8006,144.9053,6.4,u,2,2,2,1,0,395000
4493,28/05/2016,Footscray,3011,-37.7914,144.8957,6.4,h,4,4,2,1,369,815000
4496,28/08/2016,Footscray,3011,-37.7987,144.8807,6.4,t,3,3,2,2,102,757000
4497,28/08/2016,Footscray,3011,-37.7958,144.9001,6.4,h,4,4,1,1,799,1450000
4498,30/07/2016,Footscray,3011,-37.7931,144.8938,6.4,h,2,2,1,1,355,745000
4499,30/07/2016,Footscray,3011,-37.7939,144.8846,6.4,h,2,2,1,2,274,716000
4500,3/09/2016,Glen Iris,3146,-37.854,145.0832,9.2,h,3,3,2,3,680,1735000
4502,3/09/2016,Glen Iris,3146,-37.8573,145.077,9.2,h,2,3,1,2,653,1699000
4504,3/09/2016,Glen Iris,3146,-37.8628,145.0436,9.2,h,4,4,3,2,856,3400000
4505,3/09/2016,Glen Iris,3146,-37.8637,145.0438,9.2,h,5,4,3,2,919,3730000
4506,3/12/2016,Glen Iris,3146,-37.8522,145.0893,9.2,h,4,4,2,2,868,1800000
4512,3/12/2016,Glen Iris,3146,-37.8513,145.0601,9.2,h,4,4,2,1,739,1998000
4513,4/03/2017,Glen Iris,3146,-37.8555,145.0889,9.2,u,2,2,1,1,0,671000
4517,4/03/2017,Glen Iris,3146,-37.853,145.0491,9.2,h,4,4,2,4,1318,3110000
4518,4/03/2017,Glen Iris,3146,-37.8599,145.0898,9.2,h,3,3,1,2,627,1780000
4519,4/03/2017,Glen Iris,3146,-37.8639,145.0641,9.2,h,3,3,2,2,217,1425000
4522,4/06/2016,Glen Iris,3146,-37.8543,145.0889,9.2,h,3,3,1,1,753,1530000
4523,4/06/2016,Glen Iris,3146,-37.8646,145.0673,9.2,h,4,4,4,2,708,1900000
4527,4/06/2016,Glen Iris,3146,-37.8536,145.0911,9.2,h,2,3,1,2,660,1500000
4528,4/06/2016,Glen Iris,3146,-37.852,145.0942,9.2,h,3,3,2,1,704,1360000
4530,4/06/2016,Glen Iris,3146,-37.8554,145.0611,9.2,h,5,5,3,4,619,2175000
4533,4/06/2016,Glen Iris,3146,-37.8523,145.0726,9.2,h,4,4,3,2,638,2325000
4536,6/08/2016,Glen Iris,3146,-37.856,145.0691,9.2,h,4,4,2,3,630,2538000
4538,6/08/2016,Glen Iris,3146,-37.8552,145.082,9.2,h,4,4,3,4,1258,2300000
4539,7/05/2016,Glen Iris,3146,-37.8567,145.0435,9.2,u,2,2,1,1,0,550000
4540,7/05/2016,Glen Iris,3146,-37.852,145.0942,9.2,h,3,3,2,1,704,1600000
4541,7/05/2016,Glen Iris,3146,-37.856,145.0705,9.2,h,3,3,2,2,904,2100000
4544,7/05/2016,Glen Iris,3146,-37.8501,145.059,9.2,h,3,4,2,2,745,2115000
4545,7/05/2016,Glen Iris,3146,-37.8602,145.0925,9.2,h,3,3,2,2,625,1700000
4548,7/05/2016,Glen Iris,3146,-37.8625,145.044,9.2,h,4,4,2,2,859,3500000
4549,7/05/2016,Glen Iris,3146,-37.8556,145.068,9.2,h,3,3,2,2,652,1750000
4551,7/11/2016,Glen Iris,3146,-37.8515,145.0938,9.2,h,3,3,2,1,233,967500
4552,7/11/2016,Glen Iris,3146,-37.8589,145.0413,9.2,h,4,4,2,3,553,2077000
4553,7/11/2016,Glen Iris,3146,-37.8526,145.0848,9.2,h,4,4,3,2,1184,2850000
4556,8/10/2016,Glen Iris,3146,-37.85,145.0461,9.2,u,2,2,1,1,0,411000
4557,8/10/2016,Glen Iris,3146,-37.85,145.057,9.2,h,3,3,1,1,215,1222000
4559,8/10/2016,Glen Iris,3146,-37.8588,145.0832,9.2,h,4,3,2,2,662,1550000
4561,10/09/2016,Glen Iris,3146,-37.847,145.0535,9.2,h,3,3,1,2,297,1660000
4562,10/09/2016,Glen Iris,3146,-37.8534,145.0785,9.2,h,6,5,3,2,650,2250000
4563,10/09/2016,Glen Iris,3146,-37.8579,145.0736,9.2,u,3,2,2,2,281,1162000
4565,10/09/2016,Glen Iris,3146,-37.8667,145.0752,9.2,h,4,4,2,2,630,2020000
4567,10/09/2016,Glen Iris,3146,-37.863,145.0501,9.2,h,2,2,0,0,207,845000
4571,10/09/2016,Glen Iris,3146,-37.8597,145.0883,9.2,h,3,3,2,2,370,1510000
4575,10/12/2016,Glen Iris,3146,-37.8509,145.0916,9.2,h,4,4,2,2,659,2010000
4578,10/12/2016,Glen Iris,3146,-37.8541,145.0643,9.2,h,4,4,3,4,0,2975000
4580,10/12/2016,Glen Iris,3146,-37.8523,145.0936,9.2,u,2,2,1,1,0,585000
4581,10/12/2016,Glen Iris,3146,-37.8596,145.0871,9.2,h,3,3,2,2,669,1275000
4583,10/12/2016,Glen Iris,3146,-37.8552,145.05,9.2,u,1,1,1,1,63,452000
4584,10/12/2016,Glen Iris,3146,-37.8526,145.0853,9.2,t,3,3,2,2,365,1625000
4588,12/11/2016,Glen Iris,3146,-37.8566,145.0439,9.2,h,4,4,3,2,743,1800000
4589,12/11/2016,Glen Iris,3146,-37.8571,145.0766,9.2,h,3,3,1,3,650,1820000
4591,12/11/2016,Glen Iris,3146,-37.8576,145.0452,9.2,u,1,1,1,1,1097,291000
4592,12/11/2016,Glen Iris,3146,-37.8567,145.0666,9.2,u,2,2,1,2,123,710000
4595,12/11/2016,Glen Iris,3146,-37.8479,145.0557,9.2,h,4,4,2,2,652,2376000
4600,12/11/2016,Glen Iris,3146,-37.8627,145.0402,9.2,h,2,2,1,0,251,1020000
4601,12/11/2016,Glen Iris,3146,-37.8541,145.0544,9.2,h,3,3,1,2,504,1456000
4603,13/08/2016,Glen Iris,3146,-37.8534,145.0735,9.2,h,3,3,2,3,607,1875000
4605,13/08/2016,Glen Iris,3146,-37.8524,145.0425,9.2,h,3,3,3,2,385,1430000
4608,14/05/2016,Glen Iris,3146,-37.8519,145.091,9.2,h,6,6,2,2,0,2300000
4609,14/05/2016,Glen Iris,3146,-37.8505,145.0459,9.2,t,1,1,1,1,745,345000
4610,14/05/2016,Glen Iris,3146,-37.8563,145.0709,9.2,h,5,5,3,1,696,2000000
4611,14/05/2016,Glen Iris,3146,-37.8628,145.0734,9.2,h,4,4,0,0,769,1550000
4612,14/05/2016,Glen Iris,3146,-37.8528,145.0487,9.2,h,3,4,2,4,1005,1625000
4614,14/05/2016,Glen Iris,3146,-37.8559,145.049,9.2,u,2,2,1,1,0,480000
4617,15/10/2016,Glen Iris,3146,-37.8517,145.0796,9.2,t,2,2,1,1,84,585000
4618,15/10/2016,Glen Iris,3146,-37.8534,145.0785,9.2,h,5,5,3,2,650,1960000
4619,15/10/2016,Glen Iris,3146,-37.8581,145.078,9.2,h,4,4,3,1,650,1700000
4621,15/10/2016,Glen Iris,3146,-37.8566,145.0454,9.2,u,2,2,1,1,0,680000
4627,15/10/2016,Glen Iris,3146,-37.8574,145.0496,9.2,t,3,3,2,2,278,1220000
4628,15/10/2016,Glen Iris,3146,-37.8529,145.0605,9.2,h,3,3,2,2,328,1375000
4630,15/10/2016,Glen Iris,3146,-37.8577,145.0576,9.2,h,2,2,1,2,334,920000
4636,16/07/2016,Glen Iris,3146,-37.8547,145.0457,9.2,u,2,2,1,1,1069,382000
4637,16/07/2016,Glen Iris,3146,-37.85,145.0465,9.2,u,2,3,0,0,0,545000
4639,16/07/2016,Glen Iris,3146,-37.8622,145.0634,9.2,t,4,3,2,2,342,1350000
4640,16/07/2016,Glen Iris,3146,-37.8541,145.051,9.2,h,2,2,1,1,412,1280000
4643,17/09/2016,Glen Iris,3146,-37.8552,145.0785,9.2,h,3,3,1,2,652,1825000
4645,17/09/2016,Glen Iris,3146,-37.8627,145.0719,9.2,h,5,5,4,4,802,2825000
4646,17/09/2016,Glen Iris,3146,-37.8577,145.0421,9.2,h,3,4,2,4,885,2825000
4648,17/09/2016,Glen Iris,3146,-37.8503,145.0586,9.2,h,4,3,3,2,366,1825000
4649,18/03/2017,Glen Iris,3146,-37.8588,145.0512,9.2,u,1,1,1,0,0,328000
4653,18/03/2017,Glen Iris,3146,-37.8561,145.0864,9.2,h,4,4,2,3,733,2016000
4655,18/03/2017,Glen Iris,3146,-37.8582,145.0715,9.2,h,5,5,3,3,778,3085000
4657,18/03/2017,Glen Iris,3146,-37.8556,145.0499,9.2,h,3,3,1,3,557,1710000
4658,18/03/2017,Glen Iris,3146,-37.8503,145.0754,9.2,h,3,3,1,3,603,1770000
4659,18/03/2017,Glen Iris,3146,-37.8505,145.0852,9.2,h,3,3,1,2,650,1765000
4664,18/06/2016,Glen Iris,3146,-37.8517,145.0459,9.2,u,2,2,1,1,0,511000
4666,18/06/2016,Glen Iris,3146,-37.8581,145.0685,9.2,h,3,2,1,2,821,2000000
4667,18/06/2016,Glen Iris,3146,-37.858,145.0696,9.2,h,2,2,2,2,718,1600000
4668,18/06/2016,Glen Iris,3146,-37.8489,145.0711,9.2,h,3,3,2,2,668,1880000
4672,19/11/2016,Glen Iris,3146,-37.859,145.0656,9.2,h,5,5,3,2,642,2352500
4673,19/11/2016,Glen Iris,3146,-37.8563,145.072,9.2,h,5,5,4,2,830,3860000
4674,19/11/2016,Glen Iris,3146,-37.8538,145.0641,9.2,h,4,4,3,2,840,2625000
4676,19/11/2016,Glen Iris,3146,-37.8566,145.0553,9.2,u,2,2,1,1,0,856500
4680,22/05/2016,Glen Iris,3146,-37.8572,145.0555,9.2,h,5,5,2,2,400,1650000
4681,22/08/2016,Glen Iris,3146,-37.8506,145.0465,9.2,t,2,2,1,1,0,600000
4683,24/09/2016,Glen Iris,3146,-37.863,145.0631,9.2,u,2,2,1,2,166,690000
4684,24/09/2016,Glen Iris,3146,-37.8628,145.0486,9.2,t,3,3,2,2,541,1200000
4685,24/09/2016,Glen Iris,3146,-37.8476,145.0554,9.2,h,4,3,3,2,677,3010000
4686,24/09/2016,Glen Iris,3146,-37.8488,145.0573,9.2,u,2,2,1,1,0,785000
4689,25/02/2017,Glen Iris,3146,-37.8561,145.0934,9.2,h,4,4,2,2,775,1950000
4690,25/02/2017,Glen Iris,3146,-37.8553,145.0711,9.2,h,3,3,1,2,700,2200000
4691,25/02/2017,Glen Iris,3146,-37.8542,145.0733,9.2,h,3,3,1,3,609,1751000
4692,25/02/2017,Glen Iris,3146,-37.8536,145.0547,9.2,h,4,4,2,3,548,1857000
4693,25/02/2017,Glen Iris,3146,-37.8597,145.0571,9.2,u,1,1,1,1,602,375000
4695,25/02/2017,Glen Iris,3146,-37.8468,145.0515,9.2,u,2,2,1,2,0,720000
4696,25/02/2017,Glen Iris,3146,-37.8471,145.051,9.2,h,3,3,1,3,401,1500000
4698,25/02/2017,Glen Iris,3146,-37.8521,145.0657,9.2,h,4,4,3,2,603,2725000
4699,26/07/2016,Glen Iris,3146,-37.8464,145.0511,9.2,h,2,2,1,1,553,1723000
4700,26/07/2016,Glen Iris,3146,-37.8572,145.0423,9.2,u,2,2,1,1,0,529500
4701,26/07/2016,Glen Iris,3146,-37.8575,145.0554,9.2,h,3,3,1,2,762,2800000
4702,27/06/2016,Glen Iris,3146,-37.8538,145.0842,9.2,h,3,3,1,2,685,1665000
4703,27/06/2016,Glen Iris,3146,-37.8555,145.0518,9.2,u,2,2,1,1,0,600000
4705,27/06/2016,Glen Iris,3146,-37.8578,145.0919,9.2,h,3,3,1,2,615,1420000
4709,27/11/2016,Glen Iris,3146,-37.8531,145.086,9.2,h,3,3,2,2,307,1550000
4712,27/11/2016,Glen Iris,3146,-37.8592,145.0484,9.2,u,1,1,1,1,805,420000
4713,27/11/2016,Glen Iris,3146,-37.8573,145.0904,9.2,h,4,4,2,2,706,1920000
4714,27/11/2016,Glen Iris,3146,-37.8478,145.0566,9.2,h,5,5,3,2,696,2100000
4715,27/11/2016,Glen Iris,3146,-37.8515,145.0922,9.2,h,5,5,2,2,654,2410000
4719,27/11/2016,Glen Iris,3146,-37.8516,145.061,9.2,h,4,4,2,2,645,2100000
4721,27/11/2016,Glen Iris,3146,-37.8509,145.0856,9.2,h,4,4,2,2,1485,2950000
4723,28/05/2016,Glen Iris,3146,-37.8497,145.0466,9.2,u,2,2,1,1,0,390000
4724,28/05/2016,Glen Iris,3146,-37.8649,145.0547,9.2,h,5,5,2,2,1339,3365000
4726,28/05/2016,Glen Iris,3146,-37.8578,145.068,9.2,h,4,3,2,3,397,1390000
4727,28/05/2016,Glen Iris,3146,-37.8523,145.0603,9.2,h,4,4,3,2,394,1802000
4730,28/08/2016,Glen Iris,3146,-37.8539,145.0702,9.2,h,3,3,1,2,464,1310000
4731,28/08/2016,Glen Iris,3146,-37.8547,145.0771,9.2,h,3,3,2,2,648,1931000
4733,28/08/2016,Glen Iris,3146,-37.8583,145.0726,9.2,h,4,3,2,4,401,2000000
4734,28/08/2016,Glen Iris,3146,-37.8511,145.0428,9.2,h,2,2,1,2,438,1250000
4735,30/07/2016,Glen Iris,3146,-37.8529,145.0806,9.2,h,5,5,3,2,709,2400000
4736,30/07/2016,Glen Iris,3146,-37.8578,145.0537,9.2,u,2,2,1,1,0,460000
4740,3/09/2016,Glenroy,3046,-37.6972,144.9431,13.0,h,3,3,1,2,696,610000
4746,3/12/2016,Glenroy,3046,-37.6979,144.9335,13.0,h,3,3,1,3,640,610000
4747,3/12/2016,Glenroy,3046,-37.6969,144.9299,13.0,t,3,3,2,2,244,555000
4748,3/12/2016,Glenroy,3046,-37.7088,144.9356,13.0,h,3,3,1,1,336,500000
4750,3/12/2016,Glenroy,3046,-37.6988,144.9372,13.0,h,3,3,1,2,766,806500
4752,3/12/2016,Glenroy,3046,-37.7095,144.9253,13.0,h,5,5,3,2,700,1150000
4753,4/03/2017,Glenroy,3046,-37.7088,144.926,13.0,h,5,5,3,1,487,850000
4758,4/03/2017,Glenroy,3046,-37.6964,144.9314,13.0,h,4,4,2,1,683,550000
4759,4/03/2017,Glenroy,3046,-37.6988,144.9438,13.0,h,3,3,1,4,700,822000
4761,4/03/2017,Glenroy,3046,-37.7115,144.9147,13.0,h,3,3,2,3,1029,980000
4766,6/08/2016,Glenroy,3046,-37.7062,144.9261,13.0,h,3,3,1,1,652,670000
4767,6/08/2016,Glenroy,3046,-37.7072,144.9252,13.0,u,2,2,1,1,164,430000
4768,6/08/2016,Glenroy,3046,-37.7126,144.9122,13.0,h,2,2,1,2,832,852500
4769,6/08/2016,Glenroy,3046,-37.712,144.9127,13.0,h,4,4,2,4,1011,1025000
4770,7/05/2016,Glenroy,3046,-37.7082,144.9178,13.0,h,2,2,1,1,164,540000
4774,7/11/2016,Glenroy,3046,-37.6978,144.9276,13.0,h,2,2,1,2,643,530000
4776,8/10/2016,Glenroy,3046,-37.7102,144.9362,13.0,h,3,3,1,2,674,721000
4777,8/10/2016,Glenroy,3046,-37.6986,144.9243,13.0,h,3,3,1,4,640,737000
4778,8/10/2016,Glenroy,3046,-37.6953,144.9397,13.0,h,3,3,1,1,701,575500
4779,8/10/2016,Glenroy,3046,-37.6999,144.9387,13.0,h,3,3,1,2,702,600000
4780,8/10/2016,Glenroy,3046,-37.702,144.9507,13.0,h,3,3,2,2,224,460000
4781,8/10/2016,Glenroy,3046,-37.6977,144.9149,13.0,t,3,3,2,1,259,370000
4783,10/09/2016,Glenroy,3046,-37.7065,144.9374,13.0,h,3,3,1,2,753,691000
4784,10/09/2016,Glenroy,3046,-37.6993,144.9393,13.0,h,3,3,1,1,589,500000
4788,10/09/2016,Glenroy,3046,-37.7112,144.9142,13.0,t,3,3,2,1,136,545000
4791,10/12/2016,Glenroy,3046,-37.7007,144.9378,13.0,h,3,3,1,4,734,670000
4792,10/12/2016,Glenroy,3046,-37.6974,144.9326,13.0,h,3,3,1,2,627,572000
4793,10/12/2016,Glenroy,3046,-37.7104,144.9088,13.0,h,4,4,1,4,606,702000
4794,10/12/2016,Glenroy,3046,-37.706,144.9245,13.0,h,2,2,1,1,705,730000
4798,10/12/2016,Glenroy,3046,-37.7005,144.9185,13.0,h,3,3,1,3,667,711500
4799,10/12/2016,Glenroy,3046,-37.708,144.9211,13.0,h,3,3,2,4,805,820000
4800,11/03/2017,Glenroy,3046,-37.7028,144.9377,13.0,h,5,5,4,4,695,810000
4804,12/11/2016,Glenroy,3046,-37.711,144.9178,13.0,u,2,2,1,1,0,250000
4805,12/11/2016,Glenroy,3046,-37.7001,144.9291,13.0,t,3,3,1,1,325,460000
4808,12/11/2016,Glenroy,3046,-37.7,144.9427,13.0,h,3,3,1,2,780,793000
4809,12/11/2016,Glenroy,3046,-37.7071,144.9176,13.0,u,2,2,1,1,0,340000
4810,12/11/2016,Glenroy,3046,-37.6967,144.9313,13.0,h,3,3,1,3,624,596000
4814,15/10/2016,Glenroy,3046,-37.6949,144.9122,13.0,h,3,3,1,1,320,447500
4815,15/10/2016,Glenroy,3046,-37.7029,144.9053,13.0,h,3,3,1,1,616,588000
4819,15/10/2016,Glenroy,3046,-37.7025,144.9504,13.0,h,3,3,1,2,0,420000
4821,15/10/2016,Glenroy,3046,-37.7002,144.9428,13.0,u,2,2,1,2,200,410000
4822,15/10/2016,Glenroy,3046,-37.7022,144.924,13.0,h,3,3,1,4,700,688000
4823,15/10/2016,Glenroy,3046,-37.7006,144.9239,13.0,h,3,3,2,3,635,612500
4826,16/04/2016,Glenroy,3046,-37.6966,144.9331,13.0,h,3,3,1,1,665,525000
4829,17/09/2016,Glenroy,3046,-37.7021,144.9136,13.0,h,3,3,1,4,704,703000
4830,17/09/2016,Glenroy,3046,-37.7006,144.9299,13.0,t,4,3,2,1,252,608000
4831,17/09/2016,Glenroy,3046,-37.7022,144.9054,13.0,h,5,5,3,2,612,705000
4833,17/09/2016,Glenroy,3046,-37.7042,144.9214,13.0,u,2,2,1,1,3056,320500
4835,18/03/2017,Glenroy,3046,-37.7053,144.9372,13.0,h,3,3,1,2,706,577000
4838,18/03/2017,Glenroy,3046,-37.702,144.9154,13.0,u,2,2,1,1,1996,230000
4839,18/03/2017,Glenroy,3046,-37.7102,144.9112,13.0,t,4,4,3,2,0,607000
4840,18/06/2016,Glenroy,3046,-37.6955,144.9389,13.0,h,3,3,2,2,780,765500
4848,18/06/2016,Glenroy,3046,-37.7098,144.9163,13.0,u,3,3,1,2,187,470000
4849,18/06/2016,Glenroy,3046,-37.7083,144.9158,13.0,u,3,3,1,1,265,482500
4852,19/11/2016,Glenroy,3046,-37.7002,144.9408,13.0,h,3,3,1,2,650,580000
4855,19/11/2016,Glenroy,3046,-37.7042,144.9211,13.0,t,2,2,1,1,125,434500
4856,19/11/2016,Glenroy,3046,-37.7117,144.9135,13.0,u,2,2,1,2,253,620250
4858,19/11/2016,Glenroy,3046,-37.6955,144.9253,13.0,h,3,3,1,1,796,710000
4860,22/05/2016,Glenroy,3046,-37.7002,144.9232,13.0,h,4,3,1,2,630,630000
4861,22/05/2016,Glenroy,3046,-37.7117,144.9348,13.0,t,2,2,1,1,307,420000
4863,22/05/2016,Glenroy,3046,-37.7051,144.9069,13.0,h,3,3,1,4,541,600000
4865,22/08/2016,Glenroy,3046,-37.7073,144.9277,13.0,t,3,3,2,2,212,550000
4866,22/08/2016,Glenroy,3046,-37.6997,144.9367,13.0,u,3,3,2,1,190,460000
4869,23/04/2016,Glenroy,3046,-37.6975,144.9065,13.0,h,4,4,1,2,586,600000
4871,24/09/2016,Glenroy,3046,-37.7111,144.9275,13.0,h,4,4,3,2,693,1217500
4872,24/09/2016,Glenroy,3046,-37.7009,144.9291,13.0,h,3,3,1,2,599,600000
4875,24/09/2016,Glenroy,3046,-37.6977,144.9071,13.0,h,3,3,2,2,585,570000
4876,24/09/2016,Glenroy,3046,-37.6985,144.9441,13.0,h,4,4,1,2,695,655000
4878,25/02/2017,Glenroy,3046,-37.695,144.9271,13.0,h,3,3,1,4,677,500000
4879,25/02/2017,Glenroy,3046,-37.7097,144.9351,13.0,h,3,3,1,4,597,762700
4880,25/02/2017,Glenroy,3046,-37.7081,144.912,13.0,u,2,2,1,1,176,465000
4881,25/02/2017,Glenroy,3046,-37.7067,144.9331,13.0,h,2,2,1,1,668,741250
4883,27/06/2016,Glenroy,3046,-37.7072,144.9241,13.0,t,2,2,2,1,190,488500
4884,27/06/2016,Glenroy,3046,-37.7004,144.9411,13.0,h,4,4,2,2,650,787500
4885,27/06/2016,Glenroy,3046,-37.7076,144.9097,13.0,u,2,3,1,1,245,442000
4891,27/11/2016,Glenroy,3046,-37.7063,144.9273,13.0,h,4,4,2,8,977,1000000
4892,27/11/2016,Glenroy,3046,-37.7072,144.938,13.0,h,2,2,1,2,590,726335
4893,27/11/2016,Glenroy,3046,-37.7005,144.9258,13.0,h,4,4,2,2,602,630000
4897,27/11/2016,Glenroy,3046,-37.6967,144.9116,13.0,h,3,3,1,3,705,670000
4898,27/11/2016,Glenroy,3046,-37.7074,144.9086,13.0,h,2,2,1,1,172,417000
4899,27/11/2016,Glenroy,3046,-37.7047,144.9087,13.0,t,3,3,1,2,258,600000
4901,28/05/2016,Glenroy,3046,-37.6952,144.9256,13.0,t,3,3,2,1,215,440000
4902,28/05/2016,Glenroy,3046,-37.7119,144.9111,13.0,h,3,3,1,1,348,501000
4903,28/08/2016,Glenroy,3046,-37.7019,144.9225,13.0,h,3,3,1,2,657,660000
4908,28/08/2016,Glenroy,3046,-37.7048,144.9097,13.0,h,3,3,1,3,781,722000
4909,30/07/2016,Glenroy,3046,-37.6972,144.9239,13.0,h,2,2,1,1,155,270000
4910,30/07/2016,Glenroy,3046,-37.6979,144.9377,13.0,h,4,4,2,4,768,825000
4912,30/07/2016,Glenroy,3046,-37.6969,144.9334,13.0,h,4,4,2,1,624,638000
4913,3/09/2016,Gowanbrae,3043,-37.709,144.8925,13.6,h,3,3,2,2,608,631000
4914,3/09/2016,Gowanbrae,3043,-37.7068,144.8963,13.6,t,3,3,2,1,149,532000
4916,4/03/2017,Gowanbrae,3043,-37.7071,144.8959,13.6,h,3,3,2,1,140,500000
4917,6/08/2016,Gowanbrae,3043,-37.709,144.8964,13.6,h,3,3,2,1,215,504000
4919,7/05/2016,Gowanbrae,3043,-37.7087,144.8962,13.6,t,3,3,2,2,178,468000
4921,12/11/2016,Gowanbrae,3043,-37.705,144.9004,13.6,h,4,4,2,2,0,802500
4922,14/05/2016,Gowanbrae,3043,-37.7016,144.8974,13.6,h,4,4,2,2,453,709000
4923,16/04/2016,Gowanbrae,3043,-37.7089,144.8927,13.6,h,3,3,2,2,691,700000
4924,16/04/2016,Gowanbrae,3043,-37.7076,144.8961,13.6,h,3,3,2,1,175,485000
4927,19/11/2016,Gowanbrae,3043,-37.704,144.8989,13.6,h,3,3,2,1,367,540000
4929,23/04/2016,Gowanbrae,3043,-37.7091,144.8958,13.6,h,3,3,2,1,158,390000
4932,26/07/2016,Gowanbrae,3043,-37.7062,144.8978,13.6,h,4,4,2,2,719,800000
4933,27/06/2016,Gowanbrae,3043,-37.704,144.8984,13.6,h,3,3,2,1,223,525000
4934,27/06/2016,Gowanbrae,3043,-37.7016,144.8974,13.6,h,4,4,2,2,453,740000
4936,3/09/2016,Hadfield,3046,-37.711,144.9478,12.1,h,3,3,1,2,597,605000
4938,3/09/2016,Hadfield,3046,-37.7076,144.9481,12.1,h,3,3,1,2,724,685500
4939,3/12/2016,Hadfield,3046,-37.7153,144.9507,12.1,h,2,2,1,1,394,610000
4940,3/12/2016,Hadfield,3046,-37.7124,144.9514,12.1,h,3,3,1,1,604,630000
4941,3/12/2016,Hadfield,3046,-37.7127,144.9489,12.1,h,4,4,3,5,591,870000
4942,4/03/2017,Hadfield,3046,-37.7149,144.9473,12.1,h,3,3,2,2,592,810000
4943,4/03/2017,Hadfield,3046,-37.7114,144.9378,12.1,h,3,3,1,2,608,840000
4944,4/06/2016,Hadfield,3046,-37.711,144.9481,12.1,h,5,5,2,1,590,585000
4945,4/06/2016,Hadfield,3046,-37.7116,144.9468,12.1,h,4,3,2,2,595,772500
4946,4/06/2016,Hadfield,3046,-37.7068,144.9467,12.1,u,3,3,1,1,225,465000
4949,8/10/2016,Hadfield,3046,-37.7084,144.9412,12.1,h,3,3,1,4,692,719000
4950,10/09/2016,Hadfield,3046,-37.7132,144.9488,12.1,u,2,2,1,2,198,487000
4951,10/09/2016,Hadfield,3046,-37.7056,144.9384,12.1,h,4,2,2,2,700,700000
4952,10/09/2016,Hadfield,3046,-37.7062,144.9387,12.1,h,4,4,2,1,462,600500
4954,10/12/2016,Hadfield,3046,-37.7106,144.9491,12.1,h,3,3,1,2,570,730000
4955,10/12/2016,Hadfield,3046,-37.7094,144.9377,12.1,h,3,3,2,2,565,800000
4956,11/02/2017,Hadfield,3046,-37.7123,144.9426,12.1,h,4,4,2,2,763,918000
4958,12/06/2016,Hadfield,3046,-37.715,144.9475,12.1,t,3,3,2,2,301,750000
4959,12/11/2016,Hadfield,3046,-37.7077,144.9438,12.1,h,3,3,1,1,568,740000
4961,12/11/2016,Hadfield,3046,-37.7098,144.9446,12.1,h,3,3,1,3,539,721000
4962,12/11/2016,Hadfield,3046,-37.7157,144.9507,12.1,h,3,3,1,2,574,646000
4963,12/11/2016,Hadfield,3046,-37.7073,144.9486,12.1,h,3,3,2,3,230,545000
4964,12/11/2016,Hadfield,3046,-37.705,144.9469,12.1,h,3,3,1,2,700,770000
4965,13/08/2016,Hadfield,3046,-37.704,144.9399,12.1,h,4,3,1,2,700,777000
4967,13/08/2016,Hadfield,3046,-37.7098,144.9424,12.1,h,2,3,3,1,580,722000
4968,14/05/2016,Hadfield,3046,-37.7128,144.9471,12.1,h,2,2,1,3,591,545000
4971,16/04/2016,Hadfield,3046,-37.707,144.9411,12.1,t,3,3,2,2,234,510000
4972,17/09/2016,Hadfield,3046,-37.7133,144.9436,12.1,h,2,2,1,1,359,542500
